%,CANDIDATE,CONSTITUENCY,NUMBER OF SEATS,No.,PARTY,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
14.35,VISHWASRAO SUKTANAK ALIAS SUKAJI NA,AKOLA,2,6,SCF,Bombay,139426,971850,971850,779310,62.35
8.09,AWACHAR SAKHARAM HARI NA,AKOLA,2,3,IND,Bombay,78590,971850,971850,779310,62.35
6.03,THOSAR MAHADEO RAMKRISHNA NA,AKOLA,2,5,PSP,Bombay,58619,971850,971850,779310,62.35
0.00,GOLE PURSHOTTAM BALWANT NA,AKOLA,2,7,BJS,Bombay,0,971850,971850,779310,62.35
62.26,DESHMUKH PANJABRAO SHAMRAO NA,AMRAVATI,1,1,INC,Bombay,159874,256779,256779,407788,62.97
10.49,MASHANKAR SHANKAR HARI NA,AMRAVATI,1,2,IND,Bombay,26924,256779,256779,407788,62.97
8.37,MADGHE ANNA PARASHRAM NA,AMRAVATI,1,3,PSP,Bombay,21481,256779,256779,407788,62.97
7.76,ADSAR JANARDHAN EKNATH NA,AMRAVATI,1,4,BJS,Bombay,19936,256779,256779,407788,62.97
7.10,SINGHAI SUDARSHAN GULABSINGH NA,AMRAVATI,1,5,IND,Bombay,18241,256779,256779,407788,62.97
4.02,POTDAR SITARAM TRIMBAK NA,AMRAVATI,1,6,RRP,Bombay,10323,256779,256779,407788,62.97
61.85,DESHMUKH KRISHNARAO GULABRAO NA,RAMTEK,1,1,INC,Bombay,166123,268573,268573,416239,64.52
38.15,YAWALKAR KRISHNARAO AMRUTRAO NA,RAMTEK,1,2,IND,Bombay,102450,268573,268573,416239,64.52
0.00,BHONSLE B.T. NA,RAMTEK,1,3,IND,Bombay,0,268573,268573,416239,64.52
46.83,KALE ANASUYABAI PURUSHOTTAM NA,NAGPUR,1,1,INC,Bombay,105021,224244,224244,373938,59.97
28.86,AWADE HARIDAS DAMAJI NA,NAGPUR,1,2,SCF,Bombay,64718,224244,224244,373938,59.97
22.38,DEOGHARE NARENDRA RAMCHANDRA NA,NAGPUR,1,3,PSP,Bombay,50189,224244,224244,373938,59.97
1.92,PARANJAPE K.D. NA,NAGPUR,1,4,IND,Bombay,4316,224244,224244,373938,59.97
26.05,WASNIK BALKRISHNA RAMCHANDRA NA,BHANDARA,2,1,INC,Bombay,227373,872824,872824,815989,53.48
22.71,HAJARNAVIS RAMCHANDRA MARTAND NA,BHANDARA,2,2,INC,Bombay,198202,872824,872824,815989,53.48
15.00,MESHRAM SAKHARAM MASAJI NA,BHANDARA,2,3,SCF,Bombay,130924,872824,872824,815989,53.48
12.12,KHOBRAGADE BHAURAO DEWAJI NA,BHANDARA,2,4,SCF,Bombay,105758,872824,872824,815989,53.48
12.10,METHA ASHOK RANJITRA NA,BHANDARA,2,5,PSP,Bombay,105613,872824,872824,815989,53.48
12.02,SAKHARE TULARAM CHANDRABHAN NA,BHANDARA,2,6,PSP,Bombay,104954,872824,872824,815989,53.48
55.04,SWAMI V. N. NA,CHANDA,1,1,INC,Bombay,119949,217922,217922,371606,58.64
44.96,LAL SHAMSHAH LAL BHAGWANSHAH NA,CHANDA,1,2,IND,Bombay,97973,217922,217922,371606,58.64
68.07,BAJAJ KAMALNAYAN JAMNALAL NA,WARDHA,1,1,INC,Bombay,191737,281686,281686,443289,63.54
24.63,SHAH POPATLAL BHAICHAND NA,WARDHA,1,3,BJS,Bombay,69374,281686,281686,443289,63.54
7.30,DESHMUKH RUPRAO NILKANTHRAO NA,WARDHA,1,2,IND,Bombay,20575,281686,281686,443289,63.54
63.31,GOHOKAR DEORAO YESHWANT NA,YEOTMAL,1,1,INC,Bombay,148694,234860,234860,352475,66.63
36.69,DRAVID NARAYAN SHRINIWAS NA,YEOTMAL,1,2,BJS,Bombay,86166,234860,234860,352475,66.63
0.00,AGARWAL NANDKUMAR BALRAM NA,YEOTMAL,1,3,PSP,Bombay,0,234860,234860,352475,66.63
29.27,KAMBLE DEORAO NAMDEO NA,NANDED,2,1,INC,Bombay,177275,605722,605722,763426,39.67
24.71,SONULE HARIHAR RAO NA,NANDED,2,2,SCF,Bombay,149667,605722,605722,763426,39.67
24.22,BINDU DIGAMBARRAO NA,NANDED,2,3,INC,Bombay,146698,605722,605722,763426,39.67
21.81,KABRA VIJENDRA NA,NANDED,2,4,PSP,Bombay,132082,605722,605722,763426,39.67
52.69,VENKAT RAO SHRINIVAS RAO NA,OSMANABAD,1,1,INC,Bombay,94772,179857,179857,356233,50.49
47.31,PATIL UDDAVRAO SAHEBRAO NA,OSMANABAD,1,2,PWP,Bombay,85085,179857,179857,356233,50.49
53.19,RAKHAMAJI DHONDIBA NA,BHIR,1,1,INC,Bombay,66013,124103,124103,377932,32.84
46.81,KASHINATH TATYABA NA,BHIR,1,2,CPI,Bombay,58090,124103,124103,377932,32.84
56.43,NAGORAO S/O KEROJI NA,PARBHANI,1,1,INC,Bombay,73153,129641,129641,378985,34.21
43.57,ANNAJI S/O RAMCHANDRA NA,PARBHANI,1,2,PWP,Bombay,56488,129641,129641,378985,34.21
64.31,TYABJI SAIF FAIZ NA,JALNA,1,1,INC,Bombay,76468,118898,118898,368408,32.27
35.69,KHOBRAGADE B.D. NA,JALNA,1,2,IND,Bombay,42430,118898,118898,368408,32.27
57.04,TIRTH SWAMI RAMANAND NA,AURANGABAD,1,1,INC,Bombay,76274,133713,133713,376048,35.56
42.96,MIRAJKAR SHANTARAM SAVLARAM NA,AURANGABAD,1,2,CPI,Bombay,57439,133713,133713,376048,35.56
41.99,EASWARA IYER NA,TRIVANDRUM,1,1,IND,Kerala,121350,288976,288976,409120,70.63
38.21,THANU PILLAI A NA,TRIVANDRUM,1,3,PSP,Kerala,110406,288976,288976,409120,70.63
13.32,C. R. DAS NA,TRIVANDRUM,1,4,INC,Kerala,38479,288976,288976,409120,70.63
6.49,KUMARI ANNIE MASCRENE NA,TRIVANDRUM,1,2,IND,Kerala,18741,288976,288976,409120,70.63
52.54,KUMARAN NA,CHIRAYINKIL,1,1,CPI,Kerala,140930,268222,268222,390978,68.60
18.02,MADHAVAN NA,CHIRAYINKIL,1,4,INC,Kerala,48329,268222,268222,390978,68.60
16.13,AHMED HUSSAIN NA,CHIRAYINKIL,1,2,PSP,Kerala,43261,268222,268222,390978,68.60
13.31,BALAKRISHNAN NA,CHIRAYINKIL,1,3,RSP,Kerala,35702,268222,268222,390978,68.60
24.68,KODIYAN (S. C. ) NA,QUILON,2,1,CPI,Kerala,297041,1203754,1203754,801581,75.09
22.46,PARAMESWARAN NAIR V. NA,QUILON,2,2,CPI,Kerala,270306,1203754,1203754,801581,75.09
16.74,RAMACHANDRA DAS (S. C. ) NA,QUILON,2,4,INC,Kerala,201454,1203754,1203754,801581,75.09
14.28,CHANDRASEKHARAN (S. C. ) NA,QUILON,2,3,RSP,Kerala,171946,1203754,1203754,801581,75.09
13.45,VELAYUDHAN NAIR NA,QUILON,2,5,INC,Kerala,161913,1203754,1203754,801581,75.09
8.40,SREEKANTAN NAIR NA,QUILON,2,6,RSP,Kerala,101094,1203754,1203754,801581,75.09
51.53,"PUNNOOSE, P. T. NA",AMBALAPUZHA,1,1,CPI,Kerala,167211,324471,324471,431468,75.20
42.23,MOHAMMED SHERIFF K. P. NA,AMBALAPUZHA,1,2,INC,Kerala,137016,324471,324471,431468,75.20
6.24,RAMAKRISHNAN CHANNAR K. NA,AMBALAPUZHA,1,3,PSP,Kerala,20244,324471,324471,431468,75.20
46.58,VASUDEVAN NAIR P. K. NA,THIRUVALLA,1,1,CPI,Kerala,140143,300891,300891,407397,73.86
45.38,"GEORGE, P. S. NA",THIRUVALLA,1,2,INC,Kerala,136536,300891,300891,407397,73.86
5.68,MATHEW M. G. NA,THIRUVALLA,1,4,IND,Kerala,17096,300891,300891,407397,73.86
2.36,NARAYANA PILLAI A. G. NA,THIRUVALLA,1,3,IND,Kerala,7116,300891,300891,407397,73.86
0.00,T.K. SREENIVASAN NA,THIRUVALLA,1,5,IND,Kerala,0,300891,300891,407397,73.86
51.64,MATHEW MANIYANGADAN NA,KOTTAYAM,1,1,INC,Kerala,148235,287074,287074,379331,75.68
43.47,THOMAS NA,KOTTAYAM,1,2,CPI,Kerala,124799,287074,287074,379331,75.68
4.89,VELAYUDHAN R. NA,KOTTAYAM,1,3,PSP,Kerala,14040,287074,287074,379331,75.68
50.85,GEORGE THOMAS NA,MUVATTUPUZHA,1,1,INC,Kerala,123483,242844,242844,389211,62.39
39.63,JACOB K. T. NA,MUVATTUPUZHA,1,3,CPI,Kerala,96241,242844,242844,389211,62.39
9.52,IGNATIUS P. I. NA,MUVATTUPUZHA,1,2,IND,Kerala,23120,242844,242844,389211,62.39
0.00,EMMANUEL PAIKEDAY NA,MUVATTUPUZHA,1,4,PSP,Kerala,0,242844,242844,389211,62.39
48.27,THOMAS ( ALUNGAL ) NA,ERNAKULAM,1,1,INC,Kerala,142202,294600,294600,417148,70.62
44.66,ABDUL KADAR NA,ERNAKULAM,1,2,IND,Kerala,131579,294600,294600,417148,70.62
4.26,MADHAVAN E. K. NA,ERNAKULAM,1,3,IND,Kerala,12544,294600,294600,417148,70.62
2.81,MOOTHEDAN VARKEY NA,ERNAKULAM,1,4,IND,Kerala,8275,294600,294600,417148,70.62
44.02,NARAYANANKUTTY MENON NA,MUKUNDAPURAM,1,1,CPI,Kerala,134505,305569,305569,407952,74.90
42.17,MADHAVAN E. K. NA,MUKUNDAPURAM,1,3,INC,Kerala,128860,305569,305569,407952,74.90
11.17,MATHAI ALUNKAL NA,MUKUNDAPURAM,1,2,PSP,Kerala,34117,305569,305569,407952,74.90
2.65,MOOTHEDAN VARKEY NA,MUKUNDAPURAM,1,4,IND,Kerala,8087,305569,305569,407952,74.90
46.47,KRISHNAN NA,TRICHUR,1,1,CPI,Kerala,130328,280441,280441,399347,70.22
43.75,BALAKRISHNA MARAR NA,TRICHUR,1,3,INC,Kerala,122695,280441,280441,399347,70.22
9.78,JANARDANAN C. G. NA,TRICHUR,1,2,PSP,Kerala,27418,280441,280441,399347,70.22
25.67,KUNHAN P. NA,PALGHAT,2,2,CPI,Kerala,233807,910729,910729,844346,53.93
20.49,EACHARAN V. IYYANI NA,PALGHAT,2,1,INC,Kerala,186594,910729,910729,844346,53.93
20.39,DAMODARAN K. NA,PALGHAT,2,4,CPI,Kerala,185662,910729,910729,844346,53.93
15.60,"VASU MENON, P. NA",PALGHAT,2,6,INC,Kerala,142053,910729,910729,844346,53.93
10.09,CHADAYAN MUNIYADAN NA,PALGHAT,2,3,IND,Kerala,91922,910729,910729,844346,53.93
7.76,"MUHAMAD ISMAIL, T. NA",PALGHAT,2,5,IND,Kerala,70691,910729,910729,844346,53.93
38.52,KUTTIKRISHNAN NAIR NA,KOZHIKODE,1,1,INC,Kerala,103492,268664,268664,452798,59.33
33.33,SEETHI SAHIB KOTTAPURATH NA,KOZHIKODE,1,3,IND,Kerala,89550,268664,268664,452798,59.33
28.15,KRISHNAN KALLAT NA,KOZHIKODE,1,2,CPI,Kerala,75622,268664,268664,452798,59.33
43.49,POCKER KUTTIVATHA NA,MANJERI,1,1,IND,Kerala,99777,229402,229402,418881,54.77
34.36,KUNHIKOYA PALAT NA,MANJERI,1,2,INC,Kerala,78822,229402,229402,418881,54.77
22.15,MOHAMED KOYA K. P. NA,MANJERI,1,3,CPI,Kerala,50803,229402,229402,418881,54.77
37.68,MENON K. B. NA,BADAGARA,1,1,PSP,Kerala,111425,295682,295682,447129,66.13
31.32,GOPALAN KARIPUR NA,BADAGARA,1,2,INC,Kerala,92606,295682,295682,447129,66.13
31.00,RAMUNNI NAMBIAR P. NA,BADAGARA,1,3,CPI,Kerala,91651,295682,295682,447129,66.13
37.15,M. K. JINACHANDRAN NA,TELLICHERRY,1,1,INC,Kerala,110114,296394,296394,468639,63.25
36.68,POTTEKKATTU S. K. NA,TELLICHERRY,1,3,IND,Kerala,108732,296394,296394,468639,63.25
26.16,PADMAPRABHAUNDAN NA,TELLICHERRY,1,2,PSP,Kerala,77548,296394,296394,468639,63.25
51.02,GOPALAN AYILLATH KUTTIERI NA,KASERGOD,1,1,CPI,Kerala,128839,252533,252533,449300,56.21
48.98,ACHUTHA SHENOY B. NA,KASERGOD,1,2,IND,Kerala,123694,252533,252533,449300,56.21
21.13,RADHA CHARAN NA,GWALIOR,2,2,INC,Madhya Pradesh,135081,639278,639278,810838,39.42
15.43,SOORAJ PRASAD ALIAS SURYA PRASAD NA,GWALIOR,2,1,INC,Madhya Pradesh,98671,639278,639278,810838,39.42
14.07,MURLIDHAR SINGH NA,GWALIOR,2,9,PSP,Madhya Pradesh,89975,639278,639278,810838,39.42
11.08,ATAM DAS NA,GWALIOR,2,3,PSP,Madhya Pradesh,70863,639278,639278,810838,39.42
8.64,PATEL BABURAO NA,GWALIOR,2,8,HMS,Madhya Pradesh,55230,639278,639278,810838,39.42
8.24,CHATURBHUJ NA,GWALIOR,2,4,HMS,Madhya Pradesh,52678,639278,639278,810838,39.42
5.95,NARAYAN KRISHNARAO NA,GWALIOR,2,7,BJS,Madhya Pradesh,38023,639278,639278,810838,39.42
5.54,DEVI RAM NA,GWALIOR,2,5,BJS,Madhya Pradesh,35434,639278,639278,810838,39.42
5.11,RAM DAYAL SINGH NA,GWALIOR,2,10,RRP,Madhya Pradesh,32655,639278,639278,810838,39.42
4.80,NAVAL SINGH NA,GWALIOR,2,6,IND,Madhya Pradesh,30668,639278,639278,810838,39.42
53.36,BRIJNARAIN NA,SHIV PURI,1,1,HMS,Madhya Pradesh,92646,173613,173613,399872,43.42
46.64,PANDVIYA SHAYAMLAL NA,SHIV PURI,1,2,INC,Madhya Pradesh,80967,173613,173613,399872,43.42
66.96,VIJAYA RAJE SCINDIA NA,GUNA,1,1,INC,Madhya Pradesh,118578,177099,177099,441820,40.08
33.04,V. G. DESHPANDE NA,GUNA,1,2,HMS,Madhya Pradesh,58521,177099,177099,441820,40.08
23.78,LILADHAR NA,SHAJAPUR,2,2,INC,Madhya Pradesh,141755,596213,596213,778985,38.27
22.57,KANHAIYALAL NA,SHAJAPUR,2,1,INC,Madhya Pradesh,134581,596213,596213,778985,38.27
18.20,NATHULAL NA,SHAJAPUR,2,6,BJS,Madhya Pradesh,108519,596213,596213,778985,38.27
17.80,GORELAL NA,SHAJAPUR,2,3,BJS,Madhya Pradesh,106147,596213,596213,778985,38.27
9.14,JAGANNATH NA,SHAJAPUR,2,4,RRP,Madhya Pradesh,54470,596213,596213,778985,38.27
8.51,NAWALKISHORE NA,SHAJAPUR,2,5,HMS,Madhya Pradesh,50741,596213,596213,778985,38.27
61.42,VYAS RADHELAL BEHARILAL NA,UJJAIN,1,1,INC,Madhya Pradesh,104601,170293,170293,386502,44.06
21.58,BHARGAVA KAILASH PRASAD RAMPRASAD NA,UJJAIN,1,4,BJS,Madhya Pradesh,36757,170293,170293,386502,44.06
11.55,DONGARSINGH RANJIT SINGH NA,UJJAIN,1,3,RRP,Madhya Pradesh,19672,170293,170293,386502,44.06
5.44,KEKRE DATTATRAY MUKUND NA,UJJAIN,1,2,PSP,Madhya Pradesh,9263,170293,170293,386502,44.06
49.93,MANAKLAL NA,MANDASUR,1,1,INC,Madhya Pradesh,78014,156234,156234,362466,43.10
36.35,UMASHANKAR NA,MANDASUR,1,2,BJS,Madhya Pradesh,56786,156234,156234,362466,43.10
8.77,SHYAMSINGH NA,MANDASUR,1,3,IND,Madhya Pradesh,13697,156234,156234,362466,43.10
4.95,SHIVDARSHANLAL NA,MANDASUR,1,4,HMS,Madhya Pradesh,7737,156234,156234,362466,43.10
0.00,KOKSINGH NA,MANDASUR,1,5,IND,Madhya Pradesh,0,156234,156234,362466,43.10
53.54,AMARSINGH (ST) NA,JHABUA (ST),1,1,INC,Madhya Pradesh,74165,138510,138510,374691,36.97
23.51,NATHUSINGH (ST) NA,JHABUA (ST),1,2,BJS,Madhya Pradesh,32569,138510,138510,374691,36.97
22.94,MANSINGH (ST) NA,JHABUA (ST),1,3,IND,Madhya Pradesh,31776,138510,138510,374691,36.97
62.61,KHADIWALA KANHAIYALAL NA,INDORE,1,1,INC,Madhya Pradesh,102589,163844,163844,357132,45.88
25.64,KISHORILAL NA,INDORE,1,2,BJS,Madhya Pradesh,42010,163844,163844,357132,45.88
11.75,SHIVSHANKAR NA,INDORE,1,3,IND,Madhya Pradesh,19245,163844,163844,357132,45.88
47.45,VARMA RAMSINGH NA,NIMAR,1,1,INC,Madhya Pradesh,73180,154238,154238,395767,38.97
40.56,BADE RAMCHANDRA NA,NIMAR,1,3,BJS,Madhya Pradesh,62553,154238,154238,395767,38.97
12.00,KAYARE MANGILAL NA,NIMAR,1,2,IND,Madhya Pradesh,18505,154238,154238,395767,38.97
41.25,MAIMOONA SULTAN NA,BHOPAL,1,1,INC,Madhya Pradesh,81134,196698,196698,427607,46.00
28.44,HARDAYAL DEOGAN NA,BHOPAL,1,3,HMS,Madhya Pradesh,55950,196698,196698,427607,46.00
15.98,MOHINI DEVI NA,BHOPAL,1,4,CPI,Madhya Pradesh,31424,196698,196698,427607,46.00
7.73,ANOOPBAI NA,BHOPAL,1,2,IND,Madhya Pradesh,15207,196698,196698,427607,46.00
6.60,RAM CHARAN RAI NA,BHOPAL,1,5,IND,Madhya Pradesh,12983,196698,196698,427607,46.00
0.00,GULAB CHAND NA,BHOPAL,1,6,IND,Madhya Pradesh,0,196698,196698,427607,46.00
35.28,JAWALA PRASAD JYOTISHI NA,SAGAR,2,2,INC,Madhya Pradesh,199147,564508,564508,752447,37.51
25.05,SAHODRA BAI MURLIDHAR (SC) NA,SAGAR,2,1,INC,Madhya Pradesh,141400,564508,564508,752447,37.51
14.47,DHANI RAM VALTHOO NA,SAGAR,2,4,BJS,Madhya Pradesh,81681,564508,564508,752447,37.51
13.14,KANCHHEDI PYARELAL NA,SAGAR,2,3,PSP,Madhya Pradesh,74154,564508,564508,752447,37.51
12.07,BALA PRASAD HAZARILAL NA,SAGAR,2,5,BJS,Madhya Pradesh,68126,564508,564508,752447,37.51
58.81,SETH GOVINDDAS DIWAN BAHADUR SETH JEEWANDAS NA,JABALPUR,1,1,INC,Madhya Pradesh,85212,144898,144898,336417,43.07
30.54,MAHESHDUTTA CHANDRAGOPAL NA,JABALPUR,1,3,PSP,Madhya Pradesh,44259,144898,144898,336417,43.07
10.65,KARAMNARAYAN SHEOLAL NA,JABALPUR,1,2,BJS,Madhya Pradesh,15427,144898,144898,336417,43.07
58.78,BAGDI MAGANLAL RADHAKISHAN NA,HOSHANGABAD,1,1,INC,Madhya Pradesh,84857,144358,144358,350094,41.23
41.22,KAMATH HARI VISHNU NA,HOSHANGABAD,1,2,PSP,Madhya Pradesh,59501,144358,144358,350094,41.23
63.17,BABULAL SURAJMANI NA,NIMAR (KHANDWA),1,1,INC,Madhya Pradesh,127526,201869,201869,384697,52.47
36.83,ANOKHILAL GANPATSA NA,NIMAR (KHANDWA),1,2,PSP,Madhya Pradesh,74343,201869,201869,384697,52.47
26.90,BHIKULAL LAKHMICHAND NA,CHHINDWARA,2,2,INC,Madhya Pradesh,136931,509047,509047,765324,33.26
23.90,NARAYAN RAO WADIWA (ST) NA,CHHINDWARA,2,1,INC,Madhya Pradesh,121652,509047,509047,765324,33.26
12.97,GOURISHANKAR NA,CHHINDWARA,2,4,PSP,Madhya Pradesh,66045,509047,509047,765324,33.26
10.16,SANGRAM SHAH RADHIRSHAH (S. T. ) NA,CHHINDWARA,2,8,PSP,Madhya Pradesh,51729,509047,509047,765324,33.26
7.59,KRISHNA GANESH RAKHADE NA,CHHINDWARA,2,6,IND,Madhya Pradesh,38640,509047,509047,765324,33.26
6.40,LALSINGH NA,CHHINDWARA,2,7,IND,Madhya Pradesh,32564,509047,509047,765324,33.26
6.14,JOSHI RAMCHANDRA AMBADAS NA,CHHINDWARA,2,5,IND,Madhya Pradesh,31237,509047,509047,765324,33.26
5.94,ANANDILAL NA,CHHINDWARA,2,3,IND,Madhya Pradesh,30249,509047,509047,765324,33.26
0.00,SHIV NARAYAN DEV KISAN NA,CHHINDWARA,2,9,IND,Madhya Pradesh,0,509047,509047,765324,33.26
UNCONTESTED,MANGRUBABU UIKE (S.T.) NA,MANDLA (ST),1,1,INC,Madhya Pradesh,RETURNED,0,0,366868,0.00
54.62,CHINTAMAN DHIVRUJI NA,BALAGHAT,1,1,INC,Madhya Pradesh,97932,179281,179281,372502,48.13
19.75,DAMODAR BRIJLAL TEMBHRE NA,BALAGHAT,1,4,PSP,Madhya Pradesh,35414,179281,179281,372502,48.13
13.14,HARIDAS DAMAJI AWODE NA,BALAGHAT,1,2,SCF,Madhya Pradesh,23563,179281,179281,372502,48.13
12.48,KISANJI DHARAMJI NA,BALAGHAT,1,3,IND,Madhya Pradesh,22372,179281,179281,372502,48.13
49.92,MOHANLAL BAKLIWAL NA,DURG,1,1,INC,Madhya Pradesh,85756,171789,171789,415827,41.31
28.35,RATNAKAR JHA NA,DURG,1,2,PSP,Madhya Pradesh,48709,171789,171789,415827,41.31
21.73,NANDLAL SHARMA NA,DURG,1,3,RRP,Madhya Pradesh,37324,171789,171789,415827,41.31
77.18,SURTI KISTAIYA (S. T. ) NA,BASTAR (ST),1,1,INC,Madhya Pradesh,140961,182645,182645,370085,49.35
22.82,BODA DARA (S. T. ) NA,BASTAR (ST),1,2,IND,Madhya Pradesh,41684,182645,182645,370085,49.35
30.38,RAJA BIRENDRA BAHADUR SINGH (S. T. ) NA,RAIPUR,2,1,INC,Madhya Pradesh,192833,634680,634680,799936,39.67
29.73,RANI KESHAR KUMARI DEVI (S. T. ) NA,RAIPUR,2,2,INC,Madhya Pradesh,188665,634680,634680,799936,39.67
12.66,SINHA KASHIPRASAD NA,RAIPUR,2,7,PSP,Madhya Pradesh,80378,634680,634680,799936,39.67
10.80,BAJPAI SHEOKUMAR NA,RAIPUR,2,6,BJS,Madhya Pradesh,68570,634680,634680,799936,39.67
8.23,NAKCHHEDU NA,RAIPUR,2,5,BJS,Madhya Pradesh,52236,634680,634680,799936,39.67
5.30,KHARE RADHESHYAM NA,RAIPUR,2,4,IND,Madhya Pradesh,33608,634680,634680,799936,39.67
2.90,KANWALSINGH NA,RAIPUR,2,3,IND,Madhya Pradesh,18390,634680,634680,799936,39.67
26.18,MINIMATA NA,BALODA BAZAR,2,1,INC,Madhya Pradesh,138872,530385,530385,822256,32.25
22.01,SHUKLA VIDYACHARAN NA,BALODA BAZAR,2,2,INC,Madhya Pradesh,116755,530385,530385,822256,32.25
19.58,SHUKLA BIPIN BIHARI NA,BALODA BAZAR,2,6,PSP,Madhya Pradesh,103867,530385,530385,822256,32.25
18.58,BHONGLU NA,BALODA BAZAR,2,5,PSP,Madhya Pradesh,98520,530385,530385,822256,32.25
8.54,BARNOO NA,BALODA BAZAR,2,4,SCF,Madhya Pradesh,45272,530385,530385,822256,32.25
5.11,INDRA NA,BALODA BAZAR,2,3,SCF,Madhya Pradesh,27099,530385,530385,822256,32.25
0.00,NAMDAS NA,BALODA BAZAR,2,7,IND,Madhya Pradesh,0,530385,530385,822256,32.25
32.68,SINGH MAHARAJKUMAR CHANDIKESHWAR SHARAN NA,SURGUJA,2,1,INC,Madhya Pradesh,151100,462295,462295,780916,29.60
27.74,SINGH BABUNATH NA,SURGUJA,2,2,INC,Madhya Pradesh,128227,462295,462295,780916,29.60
8.64,THAKUR PARASNATH NA,SURGUJA,2,5,IND,Madhya Pradesh,39925,462295,462295,780916,29.60
8.35,MIKHEL NA,SURGUJA,2,6,IND,Madhya Pradesh,38608,462295,462295,780916,29.60
7.82,HARISHCHANDRA NA,SURGUJA,2,7,PSP,Madhya Pradesh,36170,462295,462295,780916,29.60
7.60,DHARAMPAL NA,SURGUJA,2,4,IND,Madhya Pradesh,35122,462295,462295,780916,29.60
7.17,CHINTAMANI NA,SURGUJA,2,3,PSP,Madhya Pradesh,33143,462295,462295,780916,29.60
52.82,AMARSINGH SAIGAL NA,JANJGIR,1,1,INC,Madhya Pradesh,65542,124089,124089,410835,30.20
23.91,SHIVADHIN NA,JANJGIR,1,2,BJS,Madhya Pradesh,29672,124089,124089,410835,30.20
23.27,RAJABAHADUR LILADHARSINGH NA,JANJGIR,1,3,PSP,Madhya Pradesh,28875,124089,124089,410835,30.20
42.42,RESHAMLAL NA,BILASPUR,1,1,INC,Madhya Pradesh,58456,137817,137817,394210,34.96
30.29,SURAJNATH PANDEY NA,BILASPUR,1,4,RRP,Madhya Pradesh,41742,137817,137817,394210,34.96
18.83,KANHAIYALAL GAJANAN PATHAK NA,BILASPUR,1,3,BJS,Madhya Pradesh,25947,137817,137817,394210,34.96
8.47,RAMLAL SAO NA,BILASPUR,1,2,IND,Madhya Pradesh,11672,137817,137817,394210,34.96
23.04,ANAND CHANDRA JOSHI NA,SHAHDOL,2,2,INC,Madhya Pradesh,88492,384145,384145,784252,24.49
21.87,KAMAL NARAIN SINGH NA,SHAHDOL,2,1,INC,Madhya Pradesh,84018,384145,384145,784252,24.49
12.15,SHANKAR LAL NA,SHAHDOL,2,8,IND,Madhya Pradesh,46663,384145,384145,784252,24.49
10.15,CHAKRADEO LAXMIKANT MAHADEO NA,SHAHDOL,2,4,BJS,Madhya Pradesh,38998,384145,384145,784252,24.49
9.78,BHAIYA LAL NA,SHAHDOL,2,5,RRP,Madhya Pradesh,37562,384145,384145,784252,24.49
8.14,AWADHRAJ SINGH NA,SHAHDOL,2,3,PSP,Madhya Pradesh,31260,384145,384145,784252,24.49
7.51,RANDAMAN SINGH NA,SHAHDOL,2,6,PSP,Madhya Pradesh,28849,384145,384145,784252,24.49
7.37,RAGHVENDRA SINGH NA,SHAHDOL,2,7,BJS,Madhya Pradesh,28303,384145,384145,784252,24.49
29.74,SHIVA DATTA NA,REWA,1,1,INC,Madhya Pradesh,41745,140385,140385,395851,35.46
18.28,RAM KUMAR SHASTRI NA,REWA,1,5,RRP,Madhya Pradesh,25658,140385,140385,395851,35.46
15.23,MITRA RAMA NA,REWA,1,4,IND,Madhya Pradesh,21381,140385,140385,395851,35.46
11.33,ACHHELAL SINGH NA,REWA,1,3,PSP,Madhya Pradesh,15909,140385,140385,395851,35.46
8.29,HIRA LAL NA,REWA,1,7,IND,Madhya Pradesh,11643,140385,140385,395851,35.46
8.18,HUKUM CHAND NA,REWA,1,8,BJS,Madhya Pradesh,11480,140385,140385,395851,35.46
6.34,RAM SAJIWAN SINGH NA,REWA,1,6,IND,Madhya Pradesh,8902,140385,140385,395851,35.46
2.61,BHOLA NATH NA,REWA,1,2,IND,Madhya Pradesh,3667,140385,140385,395851,35.46
27.02,MOTILAL MALVIYA NA,KHAJURAHO,2,1,INC,Madhya Pradesh,144834,536011,536011,771940,34.72
22.94,RAM SAHAI NA,KHAJURAHO,2,2,INC,Madhya Pradesh,122970,536011,536011,771940,34.72
13.62,NATHOO RAM NA,KHAJURAHO,2,4,BJS,Madhya Pradesh,73024,536011,536011,771940,34.72
13.61,PYARE NA,KHAJURAHO,2,6,PSP,Madhya Pradesh,72962,536011,536011,771940,34.72
13.35,JAGESHWAR PD. PANDEY NA,KHAJURAHO,2,5,PSP,Madhya Pradesh,71547,536011,536011,771940,34.72
9.45,SITA RAM GOEL NA,KHAJURAHO,2,3,BJS,Madhya Pradesh,50674,536011,536011,771940,34.72
48.71,S. C. C. ANTHONY PILLAI NA,MADRAS NORTH,1,1,IND,Madras,86139,176835,176835,449968,39.30
43.06,T. CHENGALVARAYAN NA,MADRAS NORTH,1,2,INC,Madras,76141,176835,176835,449968,39.30
8.23,G. RAJAMANNAR CHATTAIR NA,MADRAS NORTH,1,3,PSP,Madras,14555,176835,176835,449968,39.30
