%,CANDIDATE,CONSTITUENCY,NUMBER OF SEATS,No.,PARTY,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
55.34,BODDEPALLI RAJAGOPALA RAO NA,SRIKAKULAM,1,1,INC,Andhra Pradesh,84797,153238,153238,416861,36.76
44.66,KARIMI NARAYANAPPALA NAIDU NA,SRIKAKULAM,1,2,IND,Andhra Pradesh,68441,153238,153238,416861,36.76
25.65,B. SATYANARAYANA NA,PARVATHIPURAM,2,1,INC,Andhra Pradesh,126792,494403,494403,827104,29.89
25.20,DIPPALA SURI DORA NA,PARVATHIPURAM,2,4,IND,Andhra Pradesh,124604,494403,494403,827104,29.89
25.09,V.V. GIRI NA,PARVATHIPURAM,2,3,INC,Andhra Pradesh,124039,494403,494403,827104,29.89
24.06,VASIREDDY KRISHNAMURTHY NAIDU NA,PARVATHIPURAM,2,2,IND,Andhra Pradesh,118968,494403,494403,827104,29.89
64.75,PUSAPATI VIJAYARAMA GAJAPATHI RAJU NA,VISAKHAPATNAM,1,3,IND,Andhra Pradesh,88563,136779,136779,371425,36.83
20.07,MALLAVARAPU VENKATA KRISHNA RAO NA,VISAKHAPATNAM,1,1,INC,Andhra Pradesh,27449,136779,136779,371425,36.83
15.18,LANKA SUNDARAM NA,VISAKHAPATNAM,1,2,IND,Andhra Pradesh,20767,136779,136779,371425,36.83
17.20,MISSULA SURYANARAYANA MURTHY NA,GOLUGONDA,2,1,INC,Andhra Pradesh,84780,493010,493010,820319,30.05
17.19,KANKIPATI VEERANNA PADAL NA,GOLUGONDA,2,5,INC,Andhra Pradesh,84738,493010,493010,820319,30.05
13.98,KODUGANTI GOVINDA RAO NA,GOLUGONDA,2,4,CPI,Andhra Pradesh,68911,493010,493010,820319,30.05
12.42,SYAMALA SEETARAMAYYA NA,GOLUGONDA,2,10,CPI,Andhra Pradesh,61251,493010,493010,820319,30.05
11.30,GORREPATI BUTCHI APPA RAO NA,GOLUGONDA,2,2,IND,Andhra Pradesh,55727,493010,493010,820319,30.05
9.81,DEPURU KONDALA RAO NA,GOLUGONDA,2,9,IND,Andhra Pradesh,48344,493010,493010,820319,30.05
5.94,KARAM BAPANNA DORA NA,GOLUGONDA,2,6,PP,Andhra Pradesh,29303,493010,493010,820319,30.05
4.47,SABBI RANGANAYAKULU NA,GOLUGONDA,2,3,PP,Andhra Pradesh,22060,493010,493010,820319,30.05
4.15,GAM MALLU DORA NA,GOLUGONDA,2,8,IND,Andhra Pradesh,20452,493010,493010,820319,30.05
3.54,P. GNANA BHUSHANAM NA,GOLUGONDA,2,7,IND,Andhra Pradesh,17444,493010,493010,820319,30.05
UNCONTESTED,D. SATYANARAYANA RAJU NA,RAJAMUNDRY,1,1,INC,Andhra Pradesh,RETURNED,0,0,430056,0.00
27.39,B.S. MURTHY NA,KAKINADA,2,5,INC,Andhra Pradesh,204319,745933,745933,903182,41.29
26.13,MOSALAKANTI TIRUMALA RAO NA,KAKINADA,2,1,INC,Andhra Pradesh,194879,745933,745933,903182,41.29
19.94,CHELIKANI VANKATA RAMA RAO NA,KAKINADA,2,2,CPI,Andhra Pradesh,148774,745933,745933,903182,41.29
14.85,EALY VADAPALLY NA,KAKINADA,2,6,SCF,Andhra Pradesh,110757,745933,745933,903182,41.29
4.46,KASIBATLA JAGANNADHAM NA,KAKINADA,2,3,IND,Andhra Pradesh,33300,745933,745933,903182,41.29
4.43,NEETIPUDI GANAPATI RAO NA,KAKINADA,2,7,IND,Andhra Pradesh,33068,745933,745933,903182,41.29
2.79,C.V.K. RAO NA,KAKINADA,2,4,IND,Andhra Pradesh,20836,745933,745933,903182,41.29
51.58,UDDARAJU RAMAM NA,NARSAPUR,1,2,CPI,Andhra Pradesh,134119,260037,260037,457723,56.81
37.94,MANGANTI BAPINEEDU NA,NARSAPUR,1,1,INC,Andhra Pradesh,98654,260037,260037,457723,56.81
9.04,PASALA SURYA CHANDRA RAO NA,NARSAPUR,1,3,IND,Andhra Pradesh,23495,260037,260037,457723,56.81
1.45,MAMIDI PATTABHI RAMA RAO NA,NARSAPUR,1,4,BJS,Andhra Pradesh,3769,260037,260037,457723,56.81
51.16,KUMARI MOTHEY VEDA KUMARI NA,ELURU,1,2,INC,Andhra Pradesh,115280,225340,225340,418227,53.88
48.84,VEERAMACHINENI VIMALADEVI NA,ELURU,1,1,CPI,Andhra Pradesh,110060,225340,225340,418227,53.88
54.86,DUGGIRALA BALARAMA KRISHNAIAH NA,GUDIVADA,1,2,INC,Andhra Pradesh,155873,284126,284126,458205,62.01
45.14,KADIYALA GOPALA RAO NA,GUDIVADA,1,1,CPI,Andhra Pradesh,128253,284126,284126,458205,62.01
0.00,MATLAPUDI VENKATASUBBA RAO NA,GUDIVADA,1,3,IND,Andhra Pradesh,0,284126,284126,458205,62.01
48.74,KOMARRAJU ACHAMAMBA NA,VIJAYAWADA,1,2,INC,Andhra Pradesh,116861,239762,239762,406776,58.94
47.87,TAMMINA POTHA RAJU NA,VIJAYAWADA,1,1,CPI,Andhra Pradesh,114773,239762,239762,406776,58.94
3.39,NARRA VENKATESHWARA RAO NA,VIJAYAWADA,1,3,IND,Andhra Pradesh,8128,239762,239762,406776,58.94
47.65,MANDALI VENKATA KRISHNA RAO NA,MASULIPATNAM,1,1,INC,Andhra Pradesh,123242,258626,258626,438973,58.92
44.73,YEIAMANCHILLI NAGABHUSHANAM NA,MASULIPATNAM,1,2,IND,Andhra Pradesh,115691,258626,258626,438973,58.92
5.21,BHAGODI MANIKYA RAO NA,MASULIPATNAM,1,3,IND,Andhra Pradesh,13475,258626,258626,438973,58.92
2.40,YARALAGADDA GURUNATHA PRASAD BAHADUR NA,MASULIPATNAM,1,4,IND,Andhra Pradesh,6218,258626,258626,438973,58.92
55.24,N.G. RANGA NA,TENALI,1,1,INC,Andhra Pradesh,149811,271205,271205,460055,58.95
44.76,NARAHARISETTI VENKATASWAMY NA,TENALI,1,2,IND,Andhra Pradesh,121394,271205,271205,460055,58.95
59.11,K. RAGHURAMAYYA NA,GUNTUR,1,1,INC,Andhra Pradesh,158160,267579,267579,505891,52.89
37.08,S.V.L. NARASIMHAM NA,GUNTUR,1,2,IND,Andhra Pradesh,99205,267579,267579,505891,52.89
3.82,VISWAS L. PAUL NA,GUNTUR,1,3,IND,Andhra Pradesh,10214,267579,267579,505891,52.89
54.95,RONDA NARAPA REDDY NA,ONGOLE,1,1,INC,Andhra Pradesh,136582,248545,248545,477593,52.04
45.05,MADALA NARAYANA SWAMY NA,ONGOLE,1,2,CPI,Andhra Pradesh,111963,248545,248545,477593,52.04
53.45,CHEGIREDDI BALI REDDY NA,MARKAPUR,1,1,INC,Andhra Pradesh,90883,170026,170026,438204,38.80
42.39,GUJJALA YELLAMANDA REDDY NA,MARKAPUR,1,2,CPI,Andhra Pradesh,72078,170026,170026,438204,38.80
4.16,SURE SUBBA RAYADU NA,MARKAPUR,1,3,IND,Andhra Pradesh,7065,170026,170026,438204,38.80
35.40,B. ANJANAPPA NA,NELLORE,2,3,INC,Andhra Pradesh,220121,621871,621871,879574,35.35
32.17,REBALA LAKSHMI NARASA REDDY NA,NELLORE,2,2,INC,Andhra Pradesh,200077,621871,621871,879574,35.35
18.06,MANGALAGIRI NANDOSS NA,NELLORE,2,4,IND,Andhra Pradesh,112294,621871,621871,879574,35.35
14.37,KOTA VENKATARANGAM NA,NELLORE,2,1,PP,Andhra Pradesh,89379,621871,621871,879574,35.35
63.40,M. ANANTHASAYANAM AYYANGAR NA,CHITTOOR,2,1,INC,Andhra Pradesh,154817,244210,244210,873993,27.94
29.22,C.V.L. NARAYAN NA,CHITTOOR,2,2,IND,Andhra Pradesh,71357,244210,244210,873993,27.94
4.76,K. GOVINDASWAMI NA,CHITTOOR,2,3,IND,Andhra Pradesh,11618,244210,244210,873993,27.94
2.63,KAKARLA VENKATARAMANAPPA NA,CHITTOOR,2,4,IND,Andhra Pradesh,6418,244210,244210,873993,27.94
UNCONTESTED,M.V. GANGADHARASIVA NA,CHITTOOR,2,5,INC,Andhra Pradesh,RETURNED,244210,244210,873993,27.94
#Num!,S. HUSSAIN SHAH NA,RAJAMPET,1,2,IND,Andhra Pradesh,0,0,0,417694,0.00
UNCONTESTED,T.N. VISWANATH REDDY NA,RAJAMPET,1,1,INC,Andhra Pradesh,RETURNED,0,0,417694,0.00
51.58,V. RAMI REDDY NA,CUDDAPAH,1,1,INC,Andhra Pradesh,101909,197562,197562,456005,43.32
48.42,YEDDULA ESWARA REDDY NA,CUDDAPAH,1,2,CPI,Andhra Pradesh,95653,197562,197562,456005,43.32
50.87,T. NAGI REDDY NA,ANANTAPUR,1,2,CPI,Andhra Pradesh,98976,194554,194554,423056,45.99
45.32,PAIDI LAKSHMAYYA NA,ANANTAPUR,1,1,INC,Andhra Pradesh,88175,194554,194554,423056,45.99
3.81,VEDANTHAM LAKSHMAIAH NA,ANANTAPUR,1,3,IND,Andhra Pradesh,7403,194554,194554,423056,45.99
60.69,K.V. RAMAKRISHNA REDDY NA,HINDUPUR,1,3,INC,Andhra Pradesh,66560,109671,109671,401230,27.33
36.54,K.S. RAGAVA CHARYULU NA,HINDUPUR,1,2,PSP,Andhra Pradesh,40072,109671,109671,401230,27.33
2.77,CHEREKUR SAMUEL NA,HINDUPUR,1,1,IND,Andhra Pradesh,3039,109671,109671,401230,27.33
70.63,PENDEKANTI VENKATA SUBBAIAH NA,ADONI,1,2,INC,Andhra Pradesh,83295,117937,117937,393171,30.00
29.37,GADILINGANNA GOWD NA,ADONI,1,1,PSP,Andhra Pradesh,34642,117937,117937,393171,30.00
79.04,OSMAN ALI KHAN NA,KURNOOL,1,1,INC,Andhra Pradesh,81621,103268,103268,422547,24.44
13.89,B.R. BHIMA RAO NA,KURNOOL,1,3,IND,Andhra Pradesh,14342,103268,103268,422547,24.44
7.07,MUHAMMED GHOUSE NA,KURNOOL,1,2,IND,Andhra Pradesh,7305,103268,103268,422547,24.44
0.00,DUGGARAJU SRUNGARAPU RAO NA,KURNOOL,1,5,IND,Andhra Pradesh,0,103268,103268,422547,24.44
0.00,N. SANKARA REDDY NA,KURNOOL,1,4,IND,Andhra Pradesh,0,103268,103268,422547,24.44
29.23,J. RAMESHWAR RAO NA,MAHBUBNAGAR,2,1,INC,Andhra Pradesh,189093,646819,646819,769063,42.05
22.66,PULI RAMA SWAMY NA,MAHBUBNAGAR,2,4,INC,Andhra Pradesh,146601,646819,646819,769063,42.05
18.03,J. VENKATESHAM NA,MAHBUBNAGAR,2,5,PSP,Andhra Pradesh,116608,646819,646819,769063,42.05
16.60,N. SANKARA REDDY NA,MAHBUBNAGAR,2,2,IND,Andhra Pradesh,107377,646819,646819,769063,42.05
13.47,KUNTAN VENKATA REDDY NA,MAHBUBNAGAR,2,3,IND,Andhra Pradesh,87140,646819,646819,769063,42.05
66.16,VINAYAK RAO NA,HYDERABAD,1,1,INC,Andhra Pradesh,77153,116614,116614,283749,41.10
16.97,C. SRIKISHAN NA,HYDERABAD,1,3,IND,Andhra Pradesh,19795,116614,116614,283749,41.10
16.86,KISHEN CHAND NA,HYDERABAD,1,2,PSP,Andhra Pradesh,19666,116614,116614,283749,41.10
66.69,AHMED MOHIUDDIN NA,SECUNDERABAD,1,2,INC,Andhra Pradesh,98203,147258,147258,341797,43.08
33.31,S.B. GIRI NA,SECUNDERABAD,1,1,PSP,Andhra Pradesh,49055,147258,147258,341797,43.08
UNCONTESTED,SANGAM LAKSHMI BAI NA,VICARABAD,1,1,INC,Andhra Pradesh,RETURNED,0,0,393492,0.00
56.32,P. HANMANTH RAO NA,MEDAK,1,1,INC,Andhra Pradesh,106511,189121,189121,378686,49.94
43.68,MAQDUM MOHIUDDIN NA,MEDAK,1,2,PDF,Andhra Pradesh,82610,189121,189121,378686,49.94
60.21,HARISH CHANDRA HEDA NA,NIZAMABAD,1,1,INC,Andhra Pradesh,110646,183763,183763,402088,45.70
39.79,G. RAJA RAM NA,NIZAMABAD,1,2,IND,Andhra Pradesh,73117,183763,183763,402088,45.70
51.67,K. ASHANNA NA,ADILABAD,1,1,INC,Andhra Pradesh,91287,176662,176662,365889,48.28
48.33,C. MADHAV REDDY NA,ADILABAD,1,2,PSP,Andhra Pradesh,85375,176662,176662,365889,48.28
21.67,M.R. KRISHNA NA,KARIMNAGAR,2,5,INC,Andhra Pradesh,158820,732963,732963,748201,48.98
19.33,M. SRI RANGA RAO NA,KARIMNAGAR,2,1,INC,Andhra Pradesh,141680,732963,732963,748201,48.98
17.95,BADDAM YELLA REDDY NA,KARIMNAGAR,2,3,PDF,Andhra Pradesh,131553,732963,732963,748201,48.98
16.44,P. LAXMI DAS NA,KARIMNAGAR,2,6,PDF,Andhra Pradesh,120481,732963,732963,748201,48.98
9.80,GOPAL RAO NA,KARIMNAGAR,2,2,IND,Andhra Pradesh,71841,732963,732963,748201,48.98
7.67,PATHI SAI REDDY NA,KARIMNAGAR,2,4,IND,Andhra Pradesh,56225,732963,732963,748201,48.98
7.14,SAMBA MURTHY NA,KARIMNAGAR,2,7,IND,Andhra Pradesh,52363,732963,732963,748201,48.98
53.75,SADAT ALI KHAN NA,WARANGAL,1,1,INC,Andhra Pradesh,107249,199543,199543,343246,58.13
46.25,PRENDYALA RAGHAVA RAO NA,WARANGAL,1,2,PDF,Andhra Pradesh,92294,199543,199543,343246,58.13
51.81,E. MADHUSUDHAN RAO NA,MAHBUBABAD,1,1,INC,Andhra Pradesh,103964,200672,200672,372879,53.82
48.19,SARVADEVABHATLA RAMANADHAM NA,MAHBUBABAD,1,2,PDF,Andhra Pradesh,96708,200672,200672,372879,53.82
44.27,VITTAL RAO NA,KHAMMAM,1,2,PDF,Andhra Pradesh,106627,240837,240837,376471,63.97
41.97,KOLIPAK KISHAN RAO NA,KHAMMAM,1,1,INC,Andhra Pradesh,101090,240837,240837,376471,63.97
9.90,P. VEERIAH NA,KHAMMAM,1,4,IND,Andhra Pradesh,23842,240837,240837,376471,63.97
3.85,KONDAPALLI SRINIVASA RAO NA,KHAMMAM,1,3,IND,Andhra Pradesh,9278,240837,240837,376471,63.97
28.10,D. VENKATESWAR RAO NA,NALGONDA,2,2,PDF,Andhra Pradesh,241512,859439,859439,795291,54.03
24.67,D. RAJIAH NA,NALGONDA,2,4,INC,Andhra Pradesh,212035,859439,859439,795291,54.03
21.87,GOPU SHOURI REDDY NA,NALGONDA,2,1,INC,Andhra Pradesh,187998,859439,859439,795291,54.03
20.04,SUNKAM ACHAYYA NA,NALGONDA,2,5,PDF,Andhra Pradesh,172247,859439,859439,795291,54.03
5.31,KOTTA RAM REDDY NA,NALGONDA,2,3,IND,Andhra Pradesh,45647,859439,859439,795291,54.03
55.85,TEWARI DWARIKA NATH NA,CACHAR,2,1,INC,Assam,219704,393379,393379,729793,53.90
44.15,DEV DHIRENDRA MOHAN NA,CACHAR,2,2,IND,Assam,173675,393379,393379,729793,53.90
UNCONTESTED,"LASKAR, NIBARAN CHANDRA NA",CACHAR,2,3,INC,Assam,RETURNED,393379,393379,729793,53.90
49.86,"HYNNIEWTA, HOOVER NA",AUTONOMOUS DISTRICTS (ST),1,2,IND,Assam,58428,117177,117177,393735,29.76
34.63,"SWELL, G. GILBERT NA",AUTONOMOUS DISTRICTS (ST),1,3,INC,Assam,40580,117177,117177,393735,29.76
15.51,"BASAN, LIONG DONALDSON NA",AUTONOMOUS DISTRICTS (ST),1,1,IND,Assam,18169,117177,117177,393735,29.76
57.98,ALI AMJAD NA,DHUBRI,1,1,PSP,Assam,101303,174713,174713,369328,47.31
42.02,HAQUE NAZMUL NA,DHUBRI,1,2,INC,Assam,73410,174713,174713,369328,47.31
26.43,"DEBI, RANI MANJULA NA",GOALPARA,2,3,INC,Assam,183974,696041,696041,783396,44.42
26.40,"BASUMAUARI, DHARANIDHAR NA",GOALPARA,2,4,INC,Assam,183774,696041,696041,783396,44.42
14.82,"DATTA, BHABANANDA NA",GOALPARA,2,2,CPI,Assam,103151,696041,696041,783396,44.42
14.11,RABHA BISHNU PRASAD NA,GOALPARA,2,5,CPI,Assam,98180,696041,696041,783396,44.42
9.42,"CHAUDHURY, GIRISH CHANDRA NA",GOALPARA,2,1,PSP,Assam,65580,696041,696041,783396,44.42
8.82,HAJOARI MAHAT CHANDRA NA,GOALPARA,2,6,PSP,Assam,61382,696041,696041,783396,44.42
59.76,"BARUA, HEM NA",GAUHATI,1,1,PSP,Assam,143497,240121,240121,420761,57.07
40.24,"SARMA, DEVENDRA NATH NA",GAUHATI,1,2,INC,Assam,96624,240121,240121,420761,57.07
UNCONTESTED,"BHAGAVATI, BIJOY CHANDRA NA",DARRANG,1,1,INC,Assam,RETURNED,0,0,309968,0.00
61.74,"KATAKI, LILADHAR NA",NOWGONG,1,2,INC,Assam,119002,192740,192740,392935,49.05
27.99,"GOSWAMI, SUKADEV NA",NOWGONG,1,3,IND,Assam,53947,192740,192740,392935,49.05
10.27,AMIRUDDIN NA,NOWGONG,1,1,IND,Assam,19791,192740,192740,392935,49.05
45.36,AHMED MOFIDA NA,JORHAT,1,1,INC,Assam,80028,176442,176442,373626,47.22
19.11,"MALIK, SYED ABDUL NA",JORHAT,1,4,CPI,Assam,33713,176442,176442,373626,47.22
17.99,PHUKEN NALINI NATH NA,JORHAT,1,2,IND,Assam,31734,176442,176442,373626,47.22
17.55,"BARUA, SANKAR CHANDRA NA",JORHAT,1,3,PSP,Assam,30967,176442,176442,373626,47.22
56.12,"BORUA, PROFULLA CHANDRA NA",SIBSAGAR,1,4,INC,Assam,92374,164601,164601,375283,43.86
19.83,GOSWAMI KEDARNATH NA,SIBSAGAR,1,1,IND,Assam,32633,164601,164601,375283,43.86
17.74,"GAGOI, KORUNAKANTA NA",SIBSAGAR,1,2,PSP,Assam,29202,164601,164601,375283,43.86
6.31,BORPATRO MOHENDRA NA,SIBSAGAR,1,3,IND,Assam,10392,164601,164601,375283,43.86
69.32,"HAZARIKA, JOGENDRA NATH NA",DIBRUGARH,1,3,INC,Assam,95238,137398,137398,346534,39.65
18.71,"BORA, NIBARON CHANDRA NA",DIBRUGARH,1,2,PSP,Assam,25712,137398,137398,346534,39.65
11.97,"UPADHAYA, DHARMANANDA NA",DIBRUGARH,1,1,IND,Assam,16448,137398,137398,346534,39.65
55.37,BIBHUTI MISHRA NA,BAGAHA,1,3,INC,Bihar,56380,101822,101822,300750,33.86
17.59,WAHID HAQUE NA,BAGAHA,1,5,CPI,Bihar,17908,101822,101822,300750,33.86
17.52,KAMLESH MULL NA,BAGAHA,1,2,PSP,Bihar,17842,101822,101822,300750,33.86
5.35,BHAROSHI PD. GUPTA NA,BAGAHA,1,1,IND,Bihar,5443,101822,101822,300750,33.86
4.17,SUKHMA DUTT MISHRA NA,BAGAHA,1,4,IND,Bihar,4249,101822,101822,300750,33.86
38.78,BIPIN BEHARI VERMA NA,CHAMPARAN,2,3,INC,Bihar,187843,484364,484364,679590,35.64
30.58,BHOLA RAUT NA,CHAMPARAN,2,1,INC,Bihar,148132,484364,484364,679590,35.64
17.65,SATRUGHNA RAM NA,CHAMPARAN,2,2,PSP,Bihar,85500,484364,484364,679590,35.64
12.98,JAYA GOPAL PD. SINGH NA,CHAMPARAN,2,4,PSP,Bihar,62889,484364,484364,679590,35.64
62.22,DR. SYED MAHMUD NA,GOPALGANJ,1,2,INC,Bihar,83520,134227,134227,368473,36.43
26.13,SIYA BIHARI SHARAN NA,GOPALGANJ,1,3,PSP,Bihar,35078,134227,134227,368473,36.43
11.64,DHARMDEO BARMA NA,GOPALGANJ,1,1,CPI,Bihar,15629,134227,134227,368473,36.43
47.67,JHULAN SINGH NA,SIWAN,1,1,INC,Bihar,66147,138756,138756,378240,36.68
31.31,SHEO KUMAR DWIBEDI NA,SIWAN,1,2,BJS,Bihar,43443,138756,138756,378240,36.68
21.02,SHYAM BIHARI SAHAY NA,SIWAN,1,3,PSP,Bihar,29166,138756,138756,378240,36.68
45.69,RAJENDRA SINGH NA,CHAPRA,1,2,PSP,Bihar,75994,166322,166322,389668,42.68
43.92,LEELA DEVI VERMA NA,CHAPRA,1,1,INC,Bihar,73046,166322,166322,389668,42.68
10.39,P. N. SINGH NA,CHAPRA,1,3,IND,Bihar,17282,166322,166322,389668,42.68
48.65,MAHENDRA NATH SINGH NA,MAHARAJGANJ,1,3,INC,Bihar,71718,147420,147420,385849,38.21
34.44,TARA RANI NA,MAHARAJGANJ,1,2,PSP,Bihar,50773,147420,147420,385849,38.21
16.91,JADU NANDAN PANDEY NA,MAHARAJGANJ,1,1,IND,Bihar,24929,147420,147420,385849,38.21
52.91,DWARKANATH TIWARI NA,KESARIA,1,3,INC,Bihar,69692,131716,131716,339047,38.85
32.80,MAHANTH GIR NA,KESARIA,1,1,CPI,Bihar,43199,131716,131716,339047,38.85
14.29,RAMESHWAR PRASAD VERMA NA,KESARIA,1,2,PSP,Bihar,18825,131716,131716,339047,38.85
23.12,RAJESHWAR PATEL NA,HAJIPUR,2,4,INC,Bihar,163476,707039,707039,785053,45.03
19.11,CHANDRAMANI LAL CHAUDHARY NA,HAJIPUR,2,2,INC,Bihar,135135,707039,707039,785053,45.03
14.18,RAM SUNDAR DASS NA,HAJIPUR,2,3,PSP,Bihar,100257,707039,707039,785053,45.03
12.71,RAM BALAK ROY NA,HAJIPUR,2,5,CNSPJP,Bihar,89870,707039,707039,785053,45.03
11.62,YOGENDRA SUKLA NA,HAJIPUR,2,7,PSP,Bihar,82190,707039,707039,785053,45.03
10.34,AWADHESH NARAIN SINHA NA,HAJIPUR,2,6,IND,Bihar,73131,707039,707039,785053,45.03
8.91,KALI BHAGAT NA,HAJIPUR,2,1,IND,Bihar,62980,707039,707039,785053,45.03
48.92,SHYAM NANDAN SAHAY NA,MUZAFFARPUR,1,2,INC,Bihar,88998,181921,181921,375378,48.46
27.15,SHYAM KUMAR PD. SINHA NA,MUZAFFARPUR,1,3,IND,Bihar,49383,181921,181921,375378,48.46
23.93,RAMCHANDRA GAUR NA,MUZAFFARPUR,1,1,PSP,Bihar,43540,181921,181921,375378,48.46
59.39,ACHARYA J. B. KRIPALANI NA,SITAMARHI,1,1,PSP,Bihar,125613,211523,211523,417735,50.64
25.92,BUJHAWAN SAH NA,SITAMARHI,1,2,IND,Bihar,54835,211523,211523,417735,50.64
14.69,NAG NARAYAN SINHA NA,SITAMARHI,1,3,CNSPJP,Bihar,31075,211523,211523,417735,50.64
44.38,DIGVIJAYA NARAIN SINGH NA,PUPRI,1,1,INC,Bihar,91894,207061,207061,390892,52.97
43.07,THAKUR JUGAL KISHORE SINHA NA,PUPRI,1,2,PSP,Bihar,89173,207061,207061,390892,52.97
12.55,RAM EKBAL SINHA NA,PUPRI,1,3,IND,Bihar,25994,207061,207061,390892,52.97
49.74,SHYAM NANDAN MISHRA NA,JAINAGAR,1,2,INC,Bihar,88936,178811,178811,419604,42.61
40.47,BHOGENDRA JHA NA,JAINAGAR,1,1,CPI,Bihar,72359,178811,178811,419604,42.61
9.80,ANIRUDH SINGH NA,JAINAGAR,1,3,IND,Bihar,17516,178811,178811,419604,42.61
46.27,ANIRUDH SINGH NA,MADHUBANI,1,1,INC,Bihar,80675,174371,174371,405430,43.01
43.35,SURYA NARAIN SINGH NA,MADHUBANI,1,3,PSP,Bihar,75589,174371,174371,405430,43.01
10.38,BISESHWAR SINGH NA,MADHUBANI,1,2,CNSPJP,Bihar,18107,174371,174371,405430,43.01
53.51,SATYA NARAYAN SINHA NA,SAMASTIPUR,1,1,INC,Bihar,89266,166815,166815,346226,48.18
27.86,RAJENDRA NARAIN SHARMA NA,SAMASTIPUR,1,2,PSP,Bihar,46474,166815,166815,346226,48.18
13.86,BADRI NARAYAN SINHA NA,SAMASTIPUR,1,3,IND,Bihar,23122,166815,166815,346226,48.18
4.77,LAKSHMAN PD. BHAGAT NA,SAMASTIPUR,1,4,IND,Bihar,7953,166815,166815,346226,48.18
48.77,SHREE NARAYAN DASS NA,DARBHANGA,2,3,INC,Bihar,157710,323395,323395,798390,20.25
19.80,ABDUL JALIL NA,DARBHANGA,2,2,PSP,Bihar,64039,323395,323395,798390,20.25
15.61,NAGESHWAR MISHRA NA,DARBHANGA,2,4,IND,Bihar,50468,323395,323395,798390,20.25
8.08,SURAJ CHAUDHARY NA,DARBHANGA,2,1,IND,Bihar,26134,323395,323395,798390,20.25
7.74,HARISH CHANDRA MISHRA NA,DARBHANGA,2,5,IND,Bihar,25044,323395,323395,798390,20.25
0.00,RAMESHWAR SAHU NA,DARBHANGA,2,6,INC,Bihar,0,323395,323395,798390,20.25
23.70,LALIT NARAIN MISHRA NA,SAHARSA,2,3,INC,Bihar,144773,610961,610961,714574,42.75
20.98,BHOLI SARDAR NA,SAHARSA,2,7,INC,Bihar,128207,610961,610961,714574,42.75
12.29,JAIKUMAR SINGH NA,SAHARSA,2,9,IND,Bihar,75110,610961,610961,714574,42.75
8.57,SACHIDANAND MANDAL NA,SAHARSA,2,5,CPI,Bihar,52353,610961,610961,714574,42.75
8.50,NETI LAL NA,SAHARSA,2,6,CPI,Bihar,51957,610961,610961,714574,42.75
8.48,KIRAI MUSHAR NA,SAHARSA,2,4,IND,Bihar,51811,610961,610961,714574,42.75
7.26,ETWARI SADA NA,SAHARSA,2,8,PSP,Bihar,44367,610961,610961,714574,42.75
6.92,SHIV CHANDRA JHA NA,SAHARSA,2,2,PSP,Bihar,42309,610961,610961,714574,42.75
3.29,BAJDYANATH KAMAT NA,SAHARSA,2,1,IND,Bihar,20074,610961,610961,714574,42.75
47.94,MD. TAHIR NA,KISHANGANJ,1,3,INC,Bihar,68949,143835,143835,388648,37.01
26.19,BOKAI MANDAL NA,KISHANGANJ,1,2,IND,Bihar,37665,143835,143835,388648,37.01
25.88,KHALILUR RAHMAN NA,KISHANGANJ,1,1,PSP,Bihar,37221,143835,143835,388648,37.01
51.79,PHANI GOPAL SEN GUPTA NA,PURNEA,1,3,INC,Bihar,89369,172563,172563,394634,43.73
26.56,BALKRISHNA GUPTA NA,PURNEA,1,1,IND,Bihar,45832,172563,172563,394634,43.73
21.65,MURLIDHAR SINGH NA,PURNEA,1,2,PSP,Bihar,37362,172563,172563,394634,43.73
51.88,AWADHESH KUMAR SINGH NA,KATIHAR,1,3,INC,Bihar,78289,150894,150894,376760,40.05
16.09,SAFIQUL HAQUE NA,KATIHAR,1,2,IND,Bihar,24283,150894,150894,376760,40.05
14.02,ARUN CHANDRA SINGH NA,KATIHAR,1,4,PSP,Bihar,21160,150894,150894,376760,40.05
9.03,SHEIKH USMAN GANI NA,KATIHAR,1,1,IND,Bihar,13628,150894,150894,376760,40.05
8.97,RAJKISHORE SINGH NA,KATIHAR,1,5,CPI,Bihar,13534,150894,150894,376760,40.05
47.11,PAIKA MURMU NA,RAJMAHAL (ST),1,2,INC,Bihar,55896,118640,118640,372878,31.82
45.05,ROBERT SAMUEL BASERA NA,RAJMAHAL (ST),1,1,JHP,Bihar,53449,118640,118640,372878,31.82
4.93,SUDHIR HANSDA NA,RAJMAHAL (ST),1,3,IND,Bihar,5854,118640,118640,372878,31.82
2.90,SOLOMON GOKUL HEMBROM NA,RAJMAHAL (ST),1,4,IND,Bihar,3441,118640,118640,372878,31.82
25.57,SURESH CHANDRA CHUDHURY NA,DUMKA,2,4,JHP,Bihar,148888,582379,582379,750384,38.81
22.88,DEBI SOREN NA,DUMKA,2,6,JHP,Bihar,133244,582379,582379,750384,38.81
16.62,BHAGWAT JHA AZAD NA,DUMKA,2,1,INC,Bihar,96772,582379,582379,750384,38.81
15.03,LAL HEMBROM NA,DUMKA,2,7,INC,Bihar,87529,582379,582379,750384,38.81
