%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
34.47,SANJAY GANDHI,AMETHI,2,INC,M,UTTAR PRADESH,100566,302826,291732,623256,48.59
2.9,ABDUL WAHID,AMETHI,3,IND,M,UTTAR PRADESH,8450,302826,291732,623256,48.59
2.16,BADRI NARAIN,AMETHI,4,IND,M,UTTAR PRADESH,6306,302826,291732,623256,48.59
75.08,ZULFIKAR ULLAH,SULTANPUR,1,BLD,M,UTTAR PRADESH,232330,317828,309439,637986,49.82
21.59,KEDAR NATH SINGH,SULTANPUR,2,INC,M,UTTAR PRADESH,66796,317828,309439,637986,49.82
1.9,TARKESHWAR PRASAD TEWARI,SULTANPUR,3,IND,M,UTTAR PRADESH,5879,317828,309439,637986,49.82
1.43,DEVENDRA KUMAR PANDEY,SULTANPUR,4,IND,M,UTTAR PRADESH,4434,317828,309439,637986,49.82
78.03,MANGAL DEO VISHARAD,AKBARPUR (SC),1,BLD,M,UTTAR PRADESH,281082,367714,360231,626897,58.66
19.23,RAMJI RAM,AKBARPUR (SC),2,INC,M,UTTAR PRADESH,69256,367714,360231,626897,58.66
2.75,PALTU RAM,AKBARPUR (SC),3,IND,M,UTTAR PRADESH,9893,367714,360231,626897,58.66
69.4,ANANT RAM JAISWAL,FAIZABAD,1,BLD,M,UTTAR PRADESH,213719,316102,307968,614376,51.45
21.4,RAM KRISHNA SINHA,FAIZABAD,2,INC,M,UTTAR PRADESH,65916,316102,307968,614376,51.45
3.05,UDAI BHAN,FAIZABAD,3,IND,M,UTTAR PRADESH,9387,316102,307968,614376,51.45
2.98,BALAJI,FAIZABAD,4,IND,M,UTTAR PRADESH,9177,316102,307968,614376,51.45
2.16,RAJ BALI YADO,FAIZABAD,5,IND,M,UTTAR PRADESH,6656,316102,307968,614376,51.45
1.01,RAM DEO VERMA,FAIZABAD,6,IND,M,UTTAR PRADESH,3113,316102,307968,614376,51.45
69.08,RAM KINKAR,BARA BANKI (SC),1,BLD,M,UTTAR PRADESH,206061,305749,298295,602833,50.72
19.66,BAIJNATH KUREEL,BARA BANKI (SC),2,INC,M,UTTAR PRADESH,58650,305749,298295,602833,50.72
6.88,RAM CHARAN,BARA BANKI (SC),3,CPI,M,UTTAR PRADESH,20508,305749,298295,602833,50.72
3.0,BAIJ NATH,BARA BANKI (SC),4,IND,M,UTTAR PRADESH,8938,305749,298295,602833,50.72
0.83,POKHAI,BARA BANKI (SC),5,IND,M,UTTAR PRADESH,2483,305749,298295,602833,50.72
0.55,VISHRAM LAL,BARA BANKI (SC),6,IND,M,UTTAR PRADESH,1655,305749,298295,602833,50.72
63.41,RUDRA SEN,KAISERGANJ,1,BLD,M,UTTAR PRADESH,190807,307332,300905,641526,47.91
21.94,KUNWAR RUDRA PRATAP SINGH,KAISERGANJ,2,INC,M,UTTAR PRADESH,66011,307332,300905,641526,47.91
11.62,NANHOO SINGH,KAISERGANJ,3,IND,M,UTTAR PRADESH,34979,307332,300905,641526,47.91
1.52,BHAGAUTI PRASAD,KAISERGANJ,4,IND,M,UTTAR PRADESH,4571,307332,300905,641526,47.91
1.51,MASUHUL HASSAN NOMANI,KAISERGANJ,5,IND,M,UTTAR PRADESH,4537,307332,300905,641526,47.91
61.36,OM PRAKASH TYAGI,BAHRAICH,1,BLD,M,UTTAR PRADESH,186946,313363,304670,653318,47.96
28.07,SARDAR JOGENDRA SINGH ( SARDAR SAHEB ),BAHRAICH,2,INC,M,UTTAR PRADESH,85527,313363,304670,653318,47.96
7.75,JAGDISH NARAIN,BAHRAICH,3,CPI,M,UTTAR PRADESH,23604,313363,304670,653318,47.96
2.82,SAFIULLAH ALIAS JUGGAN,BAHRAICH,4,IND,M,UTTAR PRADESH,8593,313363,304670,653318,47.96
64.26,NANAJI DESHMUKH,BALRAMPUR,1,BLD,M,UTTAR PRADESH,217254,348147,338064,636645,54.68
30.54,RAJ LAKSHMI KUMARI,BALRAMPUR,2,INC,F,UTTAR PRADESH,103248,348147,338064,636645,54.68
2.68,AYODHYA PRASAD,BALRAMPUR,3,IND,M,UTTAR PRADESH,9064,348147,338064,636645,54.68
2.51,VINOD KUMAR,BALRAMPUR,4,IND,M,UTTAR PRADESH,8498,348147,338064,636645,54.68
59.76,SATYA DEO SINGH,GONDA,1,BLD,M,UTTAR PRADESH,157963,272227,264309,601635,45.25
32.8,ANAND SINGH ALIAS ANNU BHAIYA,GONDA,2,INC,M,UTTAR PRADESH,86690,272227,264309,601635,45.25
7.44,GOPAL CHAND,GONDA,3,IND,M,UTTAR PRADESH,19656,272227,264309,601635,45.25
69.53,SHEO NARAIN,BASTI (SC),1,BLD,M,UTTAR PRADESH,216542,321757,311449,639639,50.3
24.46,ANANT PRASAD DHUSIA,BASTI (SC),2,INC,M,UTTAR PRADESH,76165,321757,311449,639639,50.3
6.02,JAGAR NARAIN,BASTI (SC),3,IND,M,UTTAR PRADESH,18742,321757,311449,639639,50.3
68.65,MADHAV PRASAD TRIPATHI,DOMARIAGANJ,1,BLD,M,UTTAR PRADESH,266876,401100,388730,657832,60.97
27.8,KESHAV DEO MALVIYA,DOMARIAGANJ,2,INC,M,UTTAR PRADESH,108050,401100,388730,657832,60.97
3.55,HARI LAL JAISWAL,DOMARIAGANJ,3,IND,M,UTTAR PRADESH,13804,401100,388730,657832,60.97
71.71,BRIJ BHUSHAN TIWARI,KHALILABAD,1,BLD,M,UTTAR PRADESH,271395,387762,378455,641772,60.42
24.82,KRISHNA CHANDRA,KHALILABAD,2,INC,M,UTTAR PRADESH,93935,387762,378455,641772,60.42
3.47,KHADDAR,KHALILABAD,3,IND,M,UTTAR PRADESH,13125,387762,378455,641772,60.42
75.25,PHIRANGI PRASAD,BANSGAON (SC),1,BLD,M,UTTAR PRADESH,225143,308310,299196,631621,48.81
24.75,SUKH DEO PRASAD,BANSGAON (SC),2,INC,M,UTTAR PRADESH,74053,308310,299196,631621,48.81
73.82,HARIKESH BAHADUR,GORAKHPUR,1,BLD,M,UTTAR PRADESH,238635,327828,323284,570532,57.46
17.19,NARSINGH NARAIN PANDEY,GORAKHPUR,2,INC,M,UTTAR PRADESH,55581,327828,323284,570532,57.46
6.02,RAMA KANT SHUKLA,GORAKHPUR,3,IND,M,UTTAR PRADESH,19467,327828,323284,570532,57.46
1.56,RAM PREET NISHAD ADVOCATE,GORAKHPUR,4,IND,M,UTTAR PRADESH,5037,327828,323284,570532,57.46
0.93,HARISH CHANDRA,GORAKHPUR,5,IND,M,UTTAR PRADESH,3020,327828,323284,570532,57.46
0.48,AFZAL AHMAD SIDDIQI,GORAKHPUR,6,IND,M,UTTAR PRADESH,1544,327828,323284,570532,57.46
61.88,SHIBBAN LAL SAKSENA,MAHARAJGANJ,1,BLD,M,UTTAR PRADESH,184090,303976,297519,567992,53.52
17.51,RAGHUBAR PRASAD,MAHARAJGANJ,2,INC,M,UTTAR PRADESH,52099,303976,297519,567992,53.52
12.49,RAMASHANKAR PRASAD GUPTA,MAHARAJGANJ,3,IND,M,UTTAR PRADESH,37151,303976,297519,567992,53.52
3.43,RAM CHARITRA,MAHARAJGANJ,4,IND,M,UTTAR PRADESH,10210,303976,297519,567992,53.52
2.49,SADHOO SHARAN,MAHARAJGANJ,5,IND,M,UTTAR PRADESH,7421,303976,297519,567992,53.52
1.32,SIRTAJ,MAHARAJGANJ,6,IND,M,UTTAR PRADESH,3920,303976,297519,567992,53.52
0.55,SANKATA PRASAD,MAHARAJGANJ,7,IND,M,UTTAR PRADESH,1633,303976,297519,567992,53.52
0.33,UDAI BHAN,MAHARAJGANJ,8,IND,M,UTTAR PRADESH,995,303976,297519,567992,53.52
69.07,RAM DHARI SHASTRI,PADRAUNA,1,BLD,M,UTTAR PRADESH,215660,322441,312222,620038,52.0
30.93,GENDA SINGH,PADRAUNA,2,INC,M,UTTAR PRADESH,96562,322441,312222,620038,52.0
77.15,UGRASEN,DEORIA,1,BLD,M,UTTAR PRADESH,258864,344697,335555,662864,52.0
22.85,VISHWA NATH,DEORIA,2,INC,M,UTTAR PRADESH,76691,344697,335555,662864,52.0
72.1,RAM NARESH KUSHWAHA,SALEMPUR,1,BLD,M,UTTAR PRADESH,253659,358364,351801,674680,53.12
20.68,TARKESHWAR PANDEY,SALEMPUR,2,INC,M,UTTAR PRADESH,72738,358364,351801,674680,53.12
3.24,DEEN DAYAL SINGH,SALEMPUR,3,RRP,M,UTTAR PRADESH,11389,358364,351801,674680,53.12
2.39,MUSTAK AHMAD,SALEMPUR,4,IND,M,UTTAR PRADESH,8392,358364,351801,674680,53.12
1.6,DHIRENDRA NATH SHASTRI,SALEMPUR,5,IND,M,UTTAR PRADESH,5623,358364,351801,674680,53.12
72.42,CHANDRA SHEKHAR,BALLIA,1,BLD,M,UTTAR PRADESH,262641,369791,362663,661187,55.93
26.31,CHANDRIKA PRASAD,BALLIA,2,INC,M,UTTAR PRADESH,95423,369791,362663,661187,55.93
1.27,ONKAR NATH ALIAS NARAINJI,BALLIA,3,IND,M,UTTAR PRADESH,4599,369791,362663,661187,55.93
54.93,SHIVRAM,GHOSI,1,BLD,M,UTTAR PRADESH,191190,354670,348085,626672,56.6
22.28,RAM KUNWAR,GHOSI,2,INC,M,UTTAR PRADESH,77558,354670,348085,626672,56.6
17.76,JHARKHANDE,GHOSI,3,CPI,M,UTTAR PRADESH,61835,354670,348085,626672,56.6
5.03,KHAIRUL BASHAR,GHOSI,4,CPM,M,UTTAR PRADESH,17502,354670,348085,626672,56.6
67.26,RAM NARESH,AZAMGARH,1,BLD,M,UTTAR PRADESH,238985,362215,355324,632994,57.22
28.47,CHANDRAJEET,AZAMGARH,2,INC,M,UTTAR PRADESH,101175,362215,355324,632994,57.22
2.99,RAM UGRAH,AZAMGARH,3,IND,M,UTTAR PRADESH,10624,362215,355324,632994,57.22
0.76,QAMAR AHMAD,AZAMGARH,4,IND,M,UTTAR PRADESH,2695,362215,355324,632994,57.22
0.52,RAMASHANKER,AZAMGARH,5,IND,M,UTTAR PRADESH,1845,362215,355324,632994,57.22
73.98,RAMDHAN,LALGANJ (SC),1,BLD,M,UTTAR PRADESH,253068,349841,342056,666278,52.51
26.02,LALSA,LALGANJ (SC),2,INC,M,UTTAR PRADESH,88988,349841,342056,666278,52.51
65.91,RAJ KESHAR SINGH,MACHHLISHAHR,1,BLD,M,UTTAR PRADESH,211193,328690,320427,633108,51.92
26.26,NAGESHWAR DWIVEDI,MACHHLISHAHR,2,INC,M,UTTAR PRADESH,84137,328690,320427,633108,51.92
3.17,JAG DEO PRASAD,MACHHLISHAHR,3,CPI,M,UTTAR PRADESH,10147,328690,320427,633108,51.92
2.19,DHARM RAJ SINGH GAUTAM,MACHHLISHAHR,4,IND,M,UTTAR PRADESH,7023,328690,320427,633108,51.92
1.47,SHEO SHANKER,MACHHLISHAHR,5,IND,M,UTTAR PRADESH,4726,328690,320427,633108,51.92
1.0,SRIPAL DUBEY,MACHHLISHAHR,6,SUC,M,UTTAR PRADESH,3201,328690,320427,633108,51.92
63.14,YADVENDRA DUTTA DUBEY,JAUNPUR,1,BLD,M,UTTAR PRADESH,209923,340943,332490,616192,55.33
33.1,RAJ DEO SINGH,JAUNPUR,2,INC,M,UTTAR PRADESH,110051,340943,332490,616192,55.33
2.85,RAM SUMER DESH SEWAK,JAUNPUR,3,IND,M,UTTAR PRADESH,9464,340943,332490,616192,55.33
0.92,SHASHIDHAR NARAIN,JAUNPUR,4,IND,M,UTTAR PRADESH,3052,340943,332490,616192,55.33
74.04,RAM SAGAR,SAIDPUR (SC),1,BLD,M,UTTAR PRADESH,267155,367894,360809,656237,56.06
21.37,SANKATHA PRASAD SHASTRI,SAIDPUR (SC),2,INC,M,UTTAR PRADESH,77087,367894,360809,656237,56.06
2.7,KUMAR RAM,SAIDPUR (SC),3,IND,M,UTTAR PRADESH,9756,367894,360809,656237,56.06
1.89,GAMA RAM,SAIDPUR (SC),4,SSD,M,UTTAR PRADESH,6811,367894,360809,656237,56.06
53.61,GAURI SHANKER RAI,GHAZIPUR,1,BLD,M,UTTAR PRADESH,195258,372070,364231,639586,58.17
27.71,ZAINUL BASHAR,GHAZIPUR,2,INC,M,UTTAR PRADESH,100913,372070,364231,639586,58.17
11.37,SARJOO PANDEY,GHAZIPUR,3,CPI,M,UTTAR PRADESH,41403,372070,364231,639586,58.17
3.12,RAM SURAT ROY,GHAZIPUR,4,IND,M,UTTAR PRADESH,11352,372070,364231,639586,58.17
1.72,MOHIUDDIN,GHAZIPUR,5,IND,M,UTTAR PRADESH,6249,372070,364231,639586,58.17
1.61,RAM JANAM RAM,GHAZIPUR,6,SSD,M,UTTAR PRADESH,5882,372070,364231,639586,58.17
0.87,BABULAL SINGH YADAV,GHAZIPUR,7,IND,M,UTTAR PRADESH,3174,372070,364231,639586,58.17
73.86,NARSINGH,CHANDAULI,1,BLD,M,UTTAR PRADESH,289376,398509,391799,604665,65.91
21.68,CHANDA,CHANDAULI,2,INC,F,UTTAR PRADESH,84960,398509,391799,604665,65.91
1.77,RANA RAM PAL,CHANDAULI,3,IND,M,UTTAR PRADESH,6923,398509,391799,604665,65.91
1.13,BALMUKUND,CHANDAULI,4,IND,M,UTTAR PRADESH,4446,398509,391799,604665,65.91
0.99,SRI KISHAN,CHANDAULI,5,IND,M,UTTAR PRADESH,3889,398509,391799,604665,65.91
0.56,MOTI RAM SHASTRI,CHANDAULI,6,IND,M,UTTAR PRADESH,2205,398509,391799,604665,65.91
66.22,CHANDRA SHEKHER,VARANASI,1,BLD,M,UTTAR PRADESH,233194,358755,352173,642595,55.83
17.42,RAJA RAM,VARANASI,2,INC,M,UTTAR PRADESH,61340,358755,352173,642595,55.83
11.08,UDAL,VARANASI,3,CPI,M,UTTAR PRADESH,39013,358755,352173,642595,55.83
2.23,RAM LAKHAN,VARANASI,4,IND,M,UTTAR PRADESH,7854,358755,352173,642595,55.83
0.75,SHAMBHU,VARANASI,5,IND,M,UTTAR PRADESH,2652,358755,352173,642595,55.83
0.65,LAKSHMAN CHAITANYA BRAHMACHARI,VARANASI,6,RRP,M,UTTAR PRADESH,2280,358755,352173,642595,55.83
0.53,BALRAM,VARANASI,7,IND,M,UTTAR PRADESH,1876,358755,352173,642595,55.83
0.32,GIRIJASHANKER SINGH,VARANASI,8,IND,M,UTTAR PRADESH,1132,358755,352173,642595,55.83
0.29,MAHANTH SRI KRISHNA GIRI,VARANASI,9,IND,M,UTTAR PRADESH,1030,358755,352173,642595,55.83
0.27,KISHORI LAL,VARANASI,10,IND,M,UTTAR PRADESH,955,358755,352173,642595,55.83
0.24,SHIV NATH,VARANASI,11,IND,M,UTTAR PRADESH,847,358755,352173,642595,55.83
73.14,SHEO SAMPAT,ROBERTSGANJ (SC),1,BLD,M,UTTAR PRADESH,235164,329826,321535,637043,51.77
22.43,RAM SWAROOP,ROBERTSGANJ (SC),2,INC,M,UTTAR PRADESH,72120,329826,321535,637043,51.77
3.88,SITA RAM,ROBERTSGANJ (SC),3,CPI,M,UTTAR PRADESH,12483,329826,321535,637043,51.77
0.55,RAM NIHORE RAM,ROBERTSGANJ (SC),4,IND,M,UTTAR PRADESH,1768,329826,321535,637043,51.77
61.33,FAQIR ALI,MIRZAPUR,1,BLD,M,UTTAR PRADESH,192000,321471,313044,627411,51.24
29.08,AZIZ IMAM,MIRZAPUR,2,INC,M,UTTAR PRADESH,91040,321471,313044,627411,51.24
4.18,DUDH NATH,MIRZAPUR,3,IND,M,UTTAR PRADESH,13080,321471,313044,627411,51.24
2.49,RAJ NATH SINGH,MIRZAPUR,4,IND,M,UTTAR PRADESH,7807,321471,313044,627411,51.24
1.89,DURGA PRASAD,MIRZAPUR,5,IND,M,UTTAR PRADESH,5932,321471,313044,627411,51.24
1.02,RAM SHIVA SINGH,MIRZAPUR,6,IND,M,UTTAR PRADESH,3185,321471,313044,627411,51.24
65.18,KAMALA BAHUGUNA,PHULPUR,1,BLD,F,UTTAR PRADESH,205038,325408,314562,609188,53.42
26.29,RAM PUJAN PATEL,PHULPUR,2,INC,M,UTTAR PRADESH,82686,325408,314562,609188,53.42
4.4,DALLAN PATI,PHULPUR,3,IND,M,UTTAR PRADESH,13854,325408,314562,609188,53.42
1.61,INDU DEV,PHULPUR,4,IND,M,UTTAR PRADESH,5078,325408,314562,609188,53.42
1.53,SALIK RAM,PHULPUR,5,IND,M,UTTAR PRADESH,4805,325408,314562,609188,53.42
0.99,MOHAMMAD IQBAL ALAM,PHULPUR,6,IND,M,UTTAR PRADESH,3101,325408,314562,609188,53.42
57.71,JANESHWAR MISHRA,ALLAHABAD,1,BLD,M,UTTAR PRADESH,190697,338537,330419,625143,54.15
30.48,VISHWANATH PRATAP SINGH,ALLAHABAD,2,INC,M,UTTAR PRADESH,100709,338537,330419,625143,54.15
4.47,OM PRAKASH NIRALA,ALLAHABAD,3,HMS,M,UTTAR PRADESH,14761,338537,330419,625143,54.15
2.23,KRIPAL SINGH,ALLAHABAD,4,IND,M,UTTAR PRADESH,7363,338537,330419,625143,54.15
1.3,GOVIND MISHRA,ALLAHABAD,5,IND,M,UTTAR PRADESH,4297,338537,330419,625143,54.15
0.99,AMAR NATH,ALLAHABAD,6,IND,M,UTTAR PRADESH,3264,338537,330419,625143,54.15
0.96,CHHABI NATH TIWARI,ALLAHABAD,7,IND,M,UTTAR PRADESH,3187,338537,330419,625143,54.15
0.61,RADHEY SHYAM,ALLAHABAD,8,IND,M,UTTAR PRADESH,2028,338537,330419,625143,54.15
0.53,JAGANNATH PAL,ALLAHABAD,9,IND,M,UTTAR PRADESH,1741,338537,330419,625143,54.15
0.39,ALLAN KHAN,ALLAHABAD,10,IND,M,UTTAR PRADESH,1304,338537,330419,625143,54.15
0.32,RAM IQBAL SHARMA,ALLAHABAD,11,IND,M,UTTAR PRADESH,1068,338537,330419,625143,54.15
69.51,RAM NIHOR RAKESH,CHAIL (SC),1,BLD,M,UTTAR PRADESH,174012,256616,250353,624372,41.1
22.88,JAGDISH PRASAD,CHAIL (SC),2,INC,M,UTTAR PRADESH,57291,256616,250353,624372,41.1
2.47,NATHU RAM SIKSHAK,CHAIL (SC),3,IND,M,UTTAR PRADESH,6172,256616,250353,624372,41.1
1.81,KASHI RAM TYAGVIR,CHAIL (SC),4,IND,M,UTTAR PRADESH,4533,256616,250353,624372,41.1
1.74,RAM AUTAR,CHAIL (SC),5,IND,M,UTTAR PRADESH,4365,256616,250353,624372,41.1
1.59,BHAI LAL,CHAIL (SC),6,IND,M,UTTAR PRADESH,3980,256616,250353,624372,41.1
78.58,BASHIR AHMAD,FATEHPUR,1,BLD,M,UTTAR PRADESH,227808,295191,289916,614485,48.04
19.77,SANT BUX SINGH,FATEHPUR,2,INC,M,UTTAR PRADESH,57319,295191,289916,614485,48.04
1.65,DEOPAL SINGH,FATEHPUR,3,IND,M,UTTAR PRADESH,4789,295191,289916,614485,48.04
48.47,AMBIKA PRASAD,BANDA,1,BLD,M,UTTAR PRADESH,138848,295306,286479,562759,52.47
28.4,RAMESHWAR PRASAD,BANDA,2,INC,M,UTTAR PRADESH,81353,295306,286479,562759,52.47
14.64,DURJAN,BANDA,3,IND,M,UTTAR PRADESH,41944,295306,286479,562759,52.47
2.09,VIJAY VANSH VIR,BANDA,4,IND,M,UTTAR PRADESH,5986,295306,286479,562759,52.47
1.88,MOTI LAL,BANDA,5,IND,M,UTTAR PRADESH,5383,295306,286479,562759,52.47
1.84,SUBHASH CHANDRA,BANDA,6,IND,M,UTTAR PRADESH,5258,295306,286479,562759,52.47
1.42,PREM NARAIN,BANDA,7,IND,M,UTTAR PRADESH,4054,295306,286479,562759,52.47
1.28,RAJ KUMAR,BANDA,8,IND,M,UTTAR PRADESH,3653,295306,286479,562759,52.47
54.08,TEJ PRATAP SINGH,HAMIRPUR,1,BLD,M,UTTAR PRADESH,165488,317289,305999,549096,57.78
27.52,SWAMI BRAHMA NANDJI,HAMIRPUR,2,INC,M,UTTAR PRADESH,84213,317289,305999,549096,57.78
9.41,MOHAMMAD AHMAD,HAMIRPUR,3,CPI,M,UTTAR PRADESH,28781,317289,305999,549096,57.78
8.99,SHIVA NANDAN SINGH,HAMIRPUR,4,IND,M,UTTAR PRADESH,27517,317289,305999,549096,57.78
65.49,SUSHILA NAIYAR,JHANSI,1,BLD,F,UTTAR PRADESH,222118,351040,339175,633446,55.42
27.02,GOVIND DAS RICHHARIA,JHANSI,2,INC,M,UTTAR PRADESH,91633,351040,339175,633446,55.42
4.09,RAMESH CHANDRA TRIPATHI,JHANSI,3,IND,M,UTTAR PRADESH,13882,351040,339175,633446,55.42
3.4,JAGDISH CHANDRA ALIAS CHUNNU MEHRA,JHANSI,4,IND,M,UTTAR PRADESH,11542,351040,339175,633446,55.42
75.2,RAMCHARAN,JALAUN (SC),1,BLD,M,UTTAR PRADESH,276429,375548,367583,602642,62.32
24.8,CHOWDHARY RAM SEWAK,JALAUN (SC),2,INC,M,UTTAR PRADESH,91154,375548,367583,602642,62.32
75.89,JWALA PRASAD KUREEL,GHATAMPUR (SC),1,BLD,M,UTTAR PRADESH,271854,364722,358204,607421,60.04
24.11,RADHEY SHYAM,GHATAMPUR (SC),2,INC,M,UTTAR PRADESH,86350,364722,358204,607421,60.04
70.31,RAM GOPAL SINGH,BILHAUR,1,BLD,M,UTTAR PRADESH,256306,371190,364539,620424,59.83
24.18,SUSHILA ROHTAGI,BILHAUR,2,INC,F,UTTAR PRADESH,88131,371190,364539,620424,59.83
3.08,AMRIT LAL,BILHAUR,3,IND,M,UTTAR PRADESH,11228,371190,364539,620424,59.83
2.43,RAO SHIVPAL SINGH,BILHAUR,4,IND,M,UTTAR PRADESH,8874,371190,364539,620424,59.83
70.96,MANOHAR LAL,KANPUR,1,BLD,M,UTTAR PRADESH,269629,383842,379992,657627,58.37
25.09,NARESH CHANDRA CHATURVEDI,KANPUR,2,INC,M,UTTAR PRADESH,95340,383842,379992,657627,58.37
1.79,BHAGWATI PRASAD DIXIT,KANPUR,3,IND,M,UTTAR PRADESH,6799,383842,379992,657627,58.37
1.33,S.M. BANERJI,KANPUR,4,IND,M,UTTAR PRADESH,5035,383842,379992,657627,58.37
0.44,RAM CHANDRA SATHI,KANPUR,5,IND,M,UTTAR PRADESH,1677,383842,379992,657627,58.37
0.21,MEWA LAL,KANPUR,6,IND,M,UTTAR PRADESH,796,383842,379992,657627,58.37
0.19,O.P. MISRA,KANPUR,7,IND,M,UTTAR PRADESH,716,383842,379992,657627,58.37
75.85,ARJUN SINGH BHADORIA,ETAWAH,1,BLD,M,UTTAR PRADESH,276214,370214,364143,589325,62.82
18.14,SHRI SHANKAR TEWARI,ETAWAH,2,INC,M,UTTAR PRADESH,66049,370214,364143,589325,62.82
3.26,RAM AUTAR,ETAWAH,3,IND,M,UTTAR PRADESH,11875,370214,364143,589325,62.82
1.23,RAM BHAROSEY,ETAWAH,4,IND,M,UTTAR PRADESH,4494,370214,364143,589325,62.82
0.85,RAM PRATAP,ETAWAH,5,IND,M,UTTAR PRADESH,3099,370214,364143,589325,62.82
0.66,RAM KAILASH BHADORIA,ETAWAH,6,IND,M,UTTAR PRADESH,2412,370214,364143,589325,62.82
69.93,RAM PRAKASH TRIPATHI,KANNAUJ,1,BLD,M,UTTAR PRADESH,287612,418893,411313,618335,67.75
28.34,BALRAM SINGH YADAV,KANNAUJ,2,INC,M,UTTAR PRADESH,116570,418893,411313,618335,67.75
1.73,HORI LAL,KANNAUJ,3,IND,M,UTTAR PRADESH,7131,418893,411313,618335,67.75
71.32,DAYA RAM SHAKYA,FARRUKHABAD,1,BLD,M,UTTAR PRADESH,263287,373816,369180,637847,58.61
20.82,AWDHESH CHANDRA SINGH,FARRUKHABAD,2,INC,M,UTTAR PRADESH,76862,373816,369180,637847,58.61
3.44,SUBEDAR SINGH,FARRUKHABAD,3,IND,M,UTTAR PRADESH,12685,373816,369180,637847,58.61
2.48,SADIQ NAWAZ KHAN,FARRUKHABAD,4,RPK,M,UTTAR PRADESH,9164,373816,369180,637847,58.61
1.07,VIRENDRA KUMAR DIXIT,FARRUKHABAD,5,IND,M,UTTAR PRADESH,3953,373816,369180,637847,58.61
0.87,DEV NARAIN,FARRUKHABAD,6,IND,M,UTTAR PRADESH,3229,373816,369180,637847,58.61
78.6,RAGHUNATH SINGH VERMA,MAINPURI,1,BLD,M,UTTAR PRADESH,289426,374342,368223,603450,62.03
17.46,MAHARAJ SINGH,MAINPURI,2,INC,M,UTTAR PRADESH,64304,374342,368223,603450,62.03
2.0,BABU KHAN,MAINPURI,3,IND,M,UTTAR PRADESH,7366,374342,368223,603450,62.03
1.94,GIRIJA SHANKER,MAINPURI,4,IND,M,UTTAR PRADESH,7127,374342,368223,603450,62.03
73.69,MULTAN SINGH CHAUDHARY,JALESAR,1,BLD,M,UTTAR PRADESH,269054,370895,365102,576262,64.36
17.12,ROHAN LAL,JALESAR,2,INC,M,UTTAR PRADESH,62508,370895,365102,576262,64.36
3.54,RAM PRASAD,JALESAR,3,IND,M,UTTAR PRADESH,12938,370895,365102,576262,64.36
2.9,MAHADEO PRASAD,JALESAR,4,IND,M,UTTAR PRADESH,10584,370895,365102,576262,64.36
1.25,RAM SINGH,JALESAR,5,IND,M,UTTAR PRADESH,4556,370895,365102,576262,64.36
1.09,RAM SEWAK VERMAN,JALESAR,6,IND,M,UTTAR PRADESH,3965,370895,365102,576262,64.36
0.41,JAI PRAKASH,JALESAR,7,IND,M,UTTAR PRADESH,1497,370895,365102,576262,64.36
71.94,MAHADEEPAK SINGH,ETAH,1,BLD,M,UTTAR PRADESH,268136,378143,372705,564767,66.96
23.24,MUSTAFA RASHID SHERVANI,ETAH,2,INC,M,UTTAR PRADESH,86616,378143,372705,564767,66.96
1.81,MUNSHI LAL GOLA,ETAH,3,IND,M,UTTAR PRADESH,6749,378143,372705,564767,66.96
1.55,DEO RAJ JATAV,ETAH,4,IND,M,UTTAR PRADESH,5776,378143,372705,564767,66.96
0.8,SATISH CHANDRA SHARMA,ETAH,5,IND,M,UTTAR PRADESH,2965,378143,372705,564767,66.96
0.66,ITWARI,ETAH,6,IND,M,UTTAR PRADESH,2463,378143,372705,564767,66.96
73.75,RAMJI LAL SUMAN,FIROZABAD (SC),1,BLD,M,UTTAR PRADESH,232679,321138,315502,611215,52.54
24.06,RAJA RAM PIPAL,FIROZABAD (SC),2,INC,M,UTTAR PRADESH,75915,321138,315502,611215,52.54
1.32,RAM SINGH AZAD,FIROZABAD (SC),3,IND,M,UTTAR PRADESH,4154,321138,315502,611215,52.54
0.87,BHAGWAN SINGH MAJHWAR,FIROZABAD (SC),4,IND,M,UTTAR PRADESH,2754,321138,315502,611215,52.54
70.34,SHAMBHU NATH CHATURVEDI,AGRA,1,BLD,M,UTTAR PRADESH,257472,372202,366034,566094,65.75
26.48,ACHAL SINGH,AGRA,2,INC,M,UTTAR PRADESH,96920,372202,366034,566094,65.75
1.78,NARSINGH DAS PATHAK,AGRA,3,IND,M,UTTAR PRADESH,6503,372202,366034,566094,65.75
0.78,RAJENDRA PRASAD,AGRA,4,IND,M,UTTAR PRADESH,2855,372202,366034,566094,65.75
0.62,MOHD. SULAIMAN KHAN,AGRA,5,IND,M,UTTAR PRADESH,2284,372202,366034,566094,65.75
76.79,MANIRAM,MATHURA,1,BLD,M,UTTAR PRADESH,296518,392137,386124,624422,62.8
21.04,RAMHET SINGH,MATHURA,2,INC,M,UTTAR PRADESH,81253,392137,386124,624422,62.8
1.31,RAMESH CHANDRA,MATHURA,3,IND,M,UTTAR PRADESH,5060,392137,386124,624422,62.8
0.85,SHREEDHAR GOSWAMI,MATHURA,4,IND,M,UTTAR PRADESH,3293,392137,386124,624422,62.8
