%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
53.68,H. D. TULSIDAS,MYSORE,1,INC,M,KARNATAKA,195657,375720,364491,596468,62.99
42.25,M. S. GURUPADASWAMY,MYSORE,2,BLD,M,KARNATAKA,153989,375720,364491,596468,62.99
2.96,S. CHIKKAMADU,MYSORE,3,IND,M,KARNATAKA,10798,375720,364491,596468,62.99
1.11,S. MUNI SANJEEVAIAH,MYSORE,4,IND,M,KARNATAKA,4047,375720,364491,596468,62.99
60.08,JANARDHANA POOJARI,MANGALORE,1,INC,M,KARNATAKA,233458,396203,388588,555815,71.28
39.92,A. K. SUBBAIAH,MANGALORE,2,BLD,M,KARNATAKA,155130,396203,388588,555815,71.28
61.53,T. A. PAI,UDUPI,1,INC,M,KARNATAKA,224788,374736,365359,527780,71.0
33.21,V. S. ACHARYA,UDUPI,2,BLD,M,KARNATAKA,121326,374736,365359,527780,71.0
4.87,YASHODA S. ARMUGHAM,UDUPI,3,IND,F,KARNATAKA,17794,374736,365359,527780,71.0
0.4,J. M. LOBO PRABHU,UDUPI,4,IND,M,KARNATAKA,1451,374736,365359,527780,71.0
49.7,S. NANJESHA GOWDA,HASSAN,1,BLD,M,KARNATAKA,207560,429300,417601,619773,69.27
49.44,G. L. NALLUREGOWDA,HASSAN,2,INC,M,KARNATAKA,206479,429300,417601,619773,69.27
0.85,H. P. SANNADEVAIAH,HASSAN,3,IND,M,KARNATAKA,3562,429300,417601,619773,69.27
59.17,D. B. CHANDRE GOWDA,CHIKMAGALUR,1,INC,M,KARNATAKA,208239,362993,351910,534676,67.89
40.83,B. L. SUBBAMMA,CHIKMAGALUR,2,BLD,F,KARNATAKA,143671,362993,351910,534676,67.89
59.42,A. R. BADARINARAYAN,SHIMOGA,1,INC,M,KARNATAKA,236065,409137,397294,559699,73.1
40.58,J. H. PATEL,SHIMOGA,2,BLD,M,KARNATAKA,161229,409137,397294,559699,73.1
51.71,KADAM BALSU PURSU,KANARA,1,INC,M,KARNATAKA,195974,391234,378956,583855,67.01
42.64,RAMAKRISHNA HEGDE,KANARA,2,BLD,M,KARNATAKA,161580,391234,378956,583855,67.01
4.41,B. V. NAIK,KANARA,3,IND,M,KARNATAKA,16702,391234,378956,583855,67.01
1.24,SHANKARGOUDA CHANABASAPPA PATIL,KANARA,4,IND,M,KARNATAKA,4700,391234,378956,583855,67.01
60.66,MOHSIN F. H.,DHARWAD SOUTH,1,INC,M,KARNATAKA,239210,407647,394314,575791,70.8
37.35,C. M. IBRAHIM,DHARWAD SOUTH,2,BLD,M,KARNATAKA,147270,407647,394314,575791,70.8
1.99,GOUDAPPA GOUDA SHIVANAGOUDA PATIL,DHARWAD SOUTH,3,IND,M,KARNATAKA,7834,407647,394314,575791,70.8
57.63,MAHISHI SAROJINI BINDURAO,DHARWAD NORTH,1,INC,F,KARNATAKA,205627,368014,356826,535385,68.74
42.37,JOSHI JAGANATH RAO ANANT,DHARWAD NORTH,2,BLD,M,KARNATAKA,151199,368014,356826,535385,68.74
55.95,KOTRASHETTI APPAYAPPA KARAVEERAPPA,BELGAUM,1,INC,M,KARNATAKA,178331,331684,318723,629378,52.7
35.87,PATIL PARAVATGOUDA BASANGOUDA,BELGAUM,2,BLD,M,KARNATAKA,114329,331684,318723,629378,52.7
4.61,BALASAHEB KULKARNI,BELGAUM,3,IND,M,KARNATAKA,14706,331684,318723,629378,52.7
2.94,MUKUNDRAJ RAMCHANDRA BHOKARE,BELGAUM,4,IND,M,KARNATAKA,9366,331684,318723,629378,52.7
0.62,K. VIDYASAGAR,BELGAUM,5,IND,M,KARNATAKA,1991,331684,318723,629378,52.7
53.74,B. SHANKARANAND,CHIKKODI (SC),1,INC,M,KARNATAKA,173166,332755,322223,571003,58.28
39.62,KARALE LAXMAN BHIMARAO,CHIKKODI (SC),2,BLD,M,KARNATAKA,127666,332755,322223,571003,58.28
6.64,THIKPURLE BANDOPANT DHONDIRAO,CHIKKODI (SC),3,RPK,M,KARNATAKA,21391,332755,322223,571003,58.28
60.22,PATIL SANGANAGOUDA BASANGOUDA,BAGALKOT,1,INC,M,KARNATAKA,212393,366290,352688,626234,58.49
39.78,TUNGAL KESHAVRAO KRISHNAPPA,BAGALKOT,2,BLD,M,KARNATAKA,140295,366290,352688,626234,58.49
53.33,CHOUDHARI KALINGAPPA BHIMANNA,BIJAPUR,1,INC,M,KARNATAKA,173700,337433,325726,576941,58.49
46.67,NAGATHAN IRAPPA CHANAMALLAPPA,BIJAPUR,2,BLD,M,KARNATAKA,152026,337433,325726,576941,58.49
50.56,RAMACHANDRAN KADANNAPPALLY,KASARAGOD,1,INC,M,KERALA,227305,462875,449568,578474,80.02
49.44,M. RAMANNA RAI,KASARAGOD,2,CPM,M,KERALA,222263,462875,449568,578474,80.02
50.38,C. K. CHANDRAPPAN,CANNANORE,1,CPI,M,KERALA,225328,457869,447288,553360,82.74
47.5,O. BHARATHAN,CANNANORE,2,CPM,M,KERALA,212451,457869,447288,553360,82.74
2.13,FATHER VADAKKAN,CANNANORE,3,IND,M,KERALA,9509,457869,447288,553360,82.74
50.81,K. P. UNNIKRISHNAN,BADAGARA,1,INC,M,KERALA,253462,507090,498854,611107,82.98
49.19,ARANGIL SREEDHARAN,BADAGARA,2,BLD,M,KERALA,245392,507090,498854,611107,82.98
51.53,V. A. SEYID MUHAMMAD,CALICUT,1,INC,M,KERALA,231063,457067,448422,559054,81.76
48.47,M. KAMALAM,CALICUT,2,BLD,F,KERALA,217359,457067,448422,559054,81.76
61.27,EBRAHIM SULAIMAN SAIT,MANJERI,1,MUL,M,KERALA,264235,442328,431269,569228,77.71
38.73,B. M. HUSSAIN,MANJERI,2,MLO,M,KERALA,167034,442328,431269,569228,77.71
63.95,G. M. BANATWALA,PONNANI,1,MUL,M,KERALA,269491,431232,421436,573502,75.19
36.05,M. MOIDEEN KUTTY HAJI,PONNANI,2,MLO,M,KERALA,151945,431232,421436,573502,75.19
49.7,A. SUNNASAHIB,PALGHAT,1,INC,M,KERALA,207604,439779,417678,589253,74.63
46.14,T. SIVADASA MENON,PALGHAT,2,CPM,M,KERALA,192733,439779,417678,589253,74.63
4.15,CHERAPADAM SIVARAMA KRISHNA IYER,PALGHAT,3,IND,M,KERALA,17341,439779,417678,589253,74.63
54.16,K. KUNHAMBU,OTTAPALAM (SC),1,INC,M,KERALA,232412,440315,429103,574543,76.64
45.84,C. K. CHAKRAPANI,OTTAPALAM (SC),2,CPM,M,KERALA,196691,440315,429103,574543,76.64
52.04,K. A. RAJAN,TRICHUR,1,CPI,M,KERALA,221815,441732,426204,549781,80.35
43.24,ARAVINDAKSHAN,TRICHUR,2,CPM,M,KERALA,184309,441732,426204,549781,80.35
2.02,P. K. VISWAMBHARAN,TRICHUR,3,IND,M,KERALA,8627,441732,426204,549781,80.35
1.41,C. G. JANARDHANAN,TRICHUR,4,IND,M,KERALA,5997,441732,426204,549781,80.35
1.28,NETTUR P. DAMODARAN,TRICHUR,5,IND,M,KERALA,5456,441732,426204,549781,80.35
48.53,A. C. GEORGE,MUKUNDAPURAM,1,INC,M,KERALA,225095,472364,463849,562082,84.04
47.62,S. C. S. MENON,MUKUNDAPURAM,2,IND,M,KERALA,220875,472364,463849,562082,84.04
2.71,C. K. BALKRISHNAN,MUKUNDAPURAM,3,IND,M,KERALA,12583,472364,463849,562082,84.04
0.82,VARKEY MASTER,MUKUNDAPURAM,4,IND,M,KERALA,3820,472364,463849,562082,84.04
0.32,V. RAGHAVA PILLAI,MUKUNDAPURAM,5,IND,M,KERALA,1476,472364,463849,562082,84.04
49.85,HENRY AUSTIN,ERNAKULAM,1,INC,M,KERALA,227896,467048,457169,582804,80.14
48.26,K. N. RAVEENDRANATH,ERNAKULAM,2,CPM,M,KERALA,220611,467048,457169,582804,80.14
1.45,V. V. ELAYATH,ERNAKULAM,3,IND,M,KERALA,6643,467048,457169,582804,80.14
0.44,A. K. BALKRISHNAN NAIR,ERNAKULAM,4,IND,M,KERALA,2019,467048,457169,582804,80.14
54.94,GEORGE J. MATHEW,MUVATTUPUZHA,1,KEC,M,KERALA,249287,460769,453754,560833,82.16
45.06,K. M. JOSEPH KURUPPAMADHAM,MUVATTUPUZHA,2,KCP,M,KERALA,204467,460769,453754,560833,82.16
53.14,SKARIAH THOMAS,KOTTAYAM,1,KEC,M,KERALA,242387,469180,456096,575946,81.46
38.08,VARKEY GEORGE,KOTTAYAM,2,KCP,M,KERALA,173692,469180,456096,575946,81.46
7.53,C. N. BALAN,KOTTAYAM,3,IND,M,KERALA,34360,469180,456096,575946,81.46
1.24,ALEXANDER SKARIAH,KOTTAYAM,4,IND,M,KERALA,5657,469180,456096,575946,81.46
54.84,C. M. STEPHEN,IDUKKI,1,INC,M,KERALA,228035,426869,415813,578434,73.8
35.78,M. M. JOSEPH,IDUKKI,2,KCP,M,KERALA,148778,426869,415813,578434,73.8
6.2,M. L. JAYAPRAKASH,IDUKKI,3,IND,M,KERALA,25764,426869,415813,578434,73.8
1.69,M. K. KUNJOL,IDUKKI,4,IND,M,KERALA,7042,426869,415813,578434,73.8
0.81,CHITTUR SANKARAN,IDUKKI,5,IND,M,KERALA,3382,426869,415813,578434,73.8
0.46,BALAN PILLAI KIZHKKANATTU,IDUKKI,6,IND,M,KERALA,1928,426869,415813,578434,73.8
0.21,M. CHRISTDHAS,IDUKKI,7,IND,M,KERALA,884,426869,415813,578434,73.8
56.71,V. M. SUDHEERAN,ALLEPPEY,1,INC,M,KERALA,270451,485659,476886,579976,83.74
43.29,E. BALANANDAN,ALLEPPEY,2,CPM,M,KERALA,206435,485659,476886,579976,83.74
53.61,B. K. NAIR,MAVELIKARA,1,INC,M,KERALA,238169,452188,444236,569041,79.46
40.88,B. G. VERGHESE,MAVELIKARA,2,IND,M,KERALA,181617,452188,444236,569041,79.46
5.5,K. GOPALAKRISHNAN,MAVELIKARA,3,IND,M,KERALA,24450,452188,444236,569041,79.46
54.04,P. K. KODIYAN,ADOOR (SC),1,CPI,M,KERALA,227939,429974,421827,525154,81.88
44.42,K. CHANDRASEKHARAN SHASTRI,ADOOR (SC),2,CPM,M,KERALA,187372,429974,421827,525154,81.88
1.54,R. ACHUTAN,ADOOR (SC),3,IND,M,KERALA,6516,429974,421827,525154,81.88
60.86,N. SREEKANTAN NAIR,QUILON,1,RSP,M,KERALA,272378,458425,447542,582742,78.67
35.58,N. RAJAGOPALAN,QUILON,2,IND,M,KERALA,159217,458425,447542,582742,78.67
1.86,JAMES JOSEPH,QUILON,3,SUC,M,KERALA,8305,458425,447542,582742,78.67
1.26,C. N. CHELLAMMA KRISHNAN,QUILON,4,IND,F,KERALA,5639,458425,447542,582742,78.67
0.45,SEKHAR,QUILON,5,IND,M,KERALA,2003,458425,447542,582742,78.67
57.33,VAYALAR RAVI,CHIRAYINKIL,1,INC,M,KERALA,238253,425651,415581,564054,75.46
42.67,K. ANIRUDHAN,CHIRAYINKIL,2,CPM,M,KERALA,177328,425651,415581,564054,75.46
56.34,M. N. GOVINDAN NAIR,TRIVANDRUM,1,CPI,M,KERALA,244277,448586,433598,621533,72.17
40.23,P. VISWAMBHARAN,TRIVANDRUM,3,BLD,M,KERALA,174455,448586,433598,621533,72.17
3.43,J. M. DAICY,TRIVANDRUM,2,IND,F,KERALA,14866,448586,433598,621533,72.17
63.96,CHHABIRAM ARGAL,MORENA (SC),1,BLD,M,MADHYA PRADESH,172959,281908,270434,588278,47.92
33.89,BUDHRAM,MORENA (SC),2,INC,M,MADHYA PRADESH,91655,281908,270434,588278,47.92
2.15,BHAGRI,MORENA (SC),3,IND,M,MADHYA PRADESH,5820,281908,270434,588278,47.92
72.92,RAGHUBIR SINGH MACHHAND,BHIND,1,BLD,M,MADHYA PRADESH,241267,343476,330856,649212,52.91
24.29,RAGHAV RAM,BHIND,2,INC,M,MADHYA PRADESH,80373,343476,330856,649212,52.91
1.66,RAM KAMAL DAS,BHIND,3,IND,M,MADHYA PRADESH,5500,343476,330856,649212,52.91
1.12,DURGPAL SINGH,BHIND,4,IND,M,MADHYA PRADESH,3716,343476,330856,649212,52.91
67.36,NARAYAN KRISHNA SHEJWALKER,GWALIOR,1,BLD,M,MADHYA PRADESH,219838,338230,326353,587078,57.61
20.73,SUMER SINGH,GWALIOR,2,INC,M,MADHYA PRADESH,67646,338230,326353,587078,57.61
7.24,RAMCHANDRA SARVATE,GWALIOR,3,CPI,M,MADHYA PRADESH,23639,338230,326353,587078,57.61
2.85,KAILASH NARAYAN SHARMA,GWALIOR,4,IND,M,MADHYA PRADESH,9309,338230,326353,587078,57.61
1.81,MADAN LAL 'DHARTI PAKAD',GWALIOR,5,IND,M,MADHYA PRADESH,5921,338230,326353,587078,57.61
57.61,MADHAV RAO SCINDIA,GUNA,1,IND,M,MADHYA PRADESH,184513,336579,320304,634123,53.08
33.74,GURBAKHSH SINGH THAKUR SINGH,GUNA,2,BLD,M,MADHYA PRADESH,108062,336579,320304,634123,53.08
3.58,SAVARKAR VIKRAM NARAYANRAO,GUNA,3,IND,M,MADHYA PRADESH,11458,336579,320304,634123,53.08
2.95,BABU LAL MISHRI LAL,GUNA,4,IND,M,MADHYA PRADESH,9460,336579,320304,634123,53.08
2.13,BUNDEL SINGH MAJBUT SINGH,GUNA,5,IND,M,MADHYA PRADESH,6811,336579,320304,634123,53.08
60.83,NARMADA PRASAD RAI,SAGAR (SC),1,BLD,M,MADHYA PRADESH,173922,297815,285921,539534,55.2
36.72,SAHODRA BAI RAI,SAGAR (SC),2,INC,F,MADHYA PRADESH,104993,297815,285921,539534,55.2
2.45,DHANI RAM,SAGAR (SC),3,IND,M,MADHYA PRADESH,7006,297815,285921,539534,55.2
74.7,LAXMI NARAIN NAYAK,KHAJURAHO,1,BLD,M,MADHYA PRADESH,244641,348780,327497,666008,52.37
25.3,SHIVA NARAIN KHARE,KHAJURAHO,2,INC,M,MADHYA PRADESH,82856,348780,327497,666008,52.37
71.62,NARENDRA SINGH YADVENDRA SINGH,DAMOH,1,BLD,M,MADHYA PRADESH,247451,365679,345483,624578,58.55
28.38,VITHAL BHAI LALLU BHAI PATEL,DAMOH,2,INC,M,MADHYA PRADESH,98032,365679,345483,624578,58.55
71.26,SUKHENDRA SINGH,SATNA,1,BLD,M,MADHYA PRADESH,249938,367563,350724,593300,61.95
27.76,RAM CHANDRA BAJPAI,SATNA,2,INC,M,MADHYA PRADESH,97361,367563,350724,593300,61.95
0.98,SANTOSH KUMAR JAIN,SATNA,3,IND,M,MADHYA PRADESH,3425,367563,350724,593300,61.95
48.14,YAMMUNA PRASAD,REWA,1,BLD,M,MADHYA PRADESH,176634,383903,366930,659111,58.25
46.31,MAHA MARTAND SINGH,REWA,2,IND,M,MADHYA PRADESH,169941,383903,366930,659111,58.25
2.86,BHUPENDRA KUMAR DWIVEDI,REWA,3,IND,M,MADHYA PRADESH,10497,383903,366930,659111,58.25
2.69,NARHARI PRATAP SINGH,REWA,4,IND,M,MADHYA PRADESH,9858,383903,366930,659111,58.25
55.97,SURYA NARAYAN SINGH,SIDHI,1,BLD,M,MADHYA PRADESH,141968,265662,253659,590957,44.95
25.82,RANA BAHADUR SINGH,SIDHI,2,INC,M,MADHYA PRADESH,65495,265662,253659,590957,44.95
11.9,LALIT,SIDHI,3,IND,M,MADHYA PRADESH,30184,265662,253659,590957,44.95
3.01,RANDAMAN SINGH,SIDHI,4,IND,M,MADHYA PRADESH,7627,265662,253659,590957,44.95
1.66,KASHI PRASAD,SIDHI,5,IND,M,MADHYA PRADESH,4216,265662,253659,590957,44.95
1.64,CHHATRAPATI SINGH,SIDHI,6,IND,M,MADHYA PRADESH,4169,265662,253659,590957,44.95
70.74,DALPAT SINGH PARASTE,SHAHDOL (ST),1,BLD,M,MADHYA PRADESH,164652,249039,232745,580106,42.93
29.26,DHANSHAH PRADHAN,SHAHDOL (ST),2,INC,M,MADHYA PRADESH,68093,249039,232745,580106,42.93
71.62,LARANG SAI,SURGUJA (ST),1,BLD,M,MADHYA PRADESH,165952,248789,231721,549984,45.24
28.38,BABUNATH,SURGUJA (ST),2,INC,M,MADHYA PRADESH,65769,248789,231721,549984,45.24
46.94,NARHARI PRASAD SUKHDEO SAI,RAIGARH (ST),1,BLD,M,MADHYA PRADESH,116574,264988,248362,534616,49.57
38.96,UMMED SINGH,RAIGARH (ST),2,INC,M,MADHYA PRADESH,96762,264988,248362,534616,49.57
14.1,MARSEL TETE,RAIGARH (ST),3,IND,M,MADHYA PRADESH,35026,264988,248362,534616,49.57
48.08,MADAN BHAIYA,JANJGIR,1,BLD,M,MADHYA PRADESH,118665,258652,246832,581342,44.49
42.58,RAMGOPAL TIWARI,JANJGIR,2,INC,M,MADHYA PRADESH,105096,258652,246832,581342,44.49
7.24,LAL KISHAN PASWAN,JANJGIR,3,IND,M,MADHYA PRADESH,17875,258652,246832,581342,44.49
2.11,BENIRAM SAHU,JANJGIR,4,IND,M,MADHYA PRADESH,5196,258652,246832,581342,44.49
52.23,NIRANJAN PRASAD KESHARWANI,BILASPUR,1,BLD,M,MADHYA PRADESH,150039,305653,287251,546085,55.97
47.77,ASHOK RAO,BILASPUR,2,INC,M,MADHYA PRADESH,137212,305653,287251,546085,55.97
52.77,GOVIND RAM MIRI,SARANGARH (SC),1,BLD,M,MADHYA PRADESH,116030,232949,219884,628243,37.08
47.23,GONDIL PRASAD ANURAGI,SARANGARH (SC),2,INC,M,MADHYA PRADESH,103854,232949,219884,628243,37.08
60.83,PURUSHOTTAM LAL KAUSHIK,RAIPUR,1,BLD,M,MADHYA PRADESH,186296,325479,306240,519086,62.7
33.53,VIDYACHARAN SHUKLA,RAIPUR,2,INC,M,MADHYA PRADESH,102684,325479,306240,519086,62.7
5.64,BHISHMADEO NAKUL,RAIPUR,3,IND,M,MADHYA PRADESH,17260,325479,306240,519086,62.7
59.92,BRIJLAL VERMA,MAHASAMUND,1,BLD,M,MADHYA PRADESH,182054,325640,303809,567454,57.39
33.75,SHRIKRISHNA AGRAWAL,MAHASAMUND,2,INC,M,MADHYA PRADESH,102527,325640,303809,567454,57.39
4.56,RUPSINGH BULWA,MAHASAMUND,3,IND,M,MADHYA PRADESH,13840,325640,303809,567454,57.39
1.77,GUNNIDHILAL AGRAWAL,MAHASAMUND,4,IND,M,MADHYA PRADESH,5388,325640,303809,567454,57.39
59.47,AGHANSINGH,KANKER (ST),1,BLD,M,MADHYA PRADESH,151392,278807,254553,546877,50.98
38.35,ARVIND BISHRAM,KANKER (ST),2,INC,M,MADHYA PRADESH,97615,278807,254553,546877,50.98
2.18,BHAUSINGH MANJHI,KANKER (ST),3,IND,M,MADHYA PRADESH,5546,278807,254553,546877,50.98
53.47,DRIGPAL SHAH KESHRI SHAH,BASTAR (ST),1,BLD,M,MADHYA PRADESH,101007,212567,188889,495505,42.9
26.98,LAMBODAR BALIYAR,BASTAR (ST),2,INC,M,MADHYA PRADESH,50953,212567,188889,495505,42.9
15.06,MAHENDRA KUMAR KARMA,BASTAR (ST),3,IND,M,MADHYA PRADESH,28450,212567,188889,495505,42.9
4.49,AITU GULODI,BASTAR (ST),4,IND,M,MADHYA PRADESH,8479,212567,188889,495505,42.9
52.91,MOHAN BHAIYA,DURG,1,BLD,M,MADHYA PRADESH,177922,356029,336251,602735,59.07
37.58,CHANDOOLAL CHANDRAKAR,DURG,2,INC,M,MADHYA PRADESH,126347,356029,336251,602735,59.07
3.69,P. K. MAHESHKAR,DURG,3,IND,M,MADHYA PRADESH,12409,356029,336251,602735,59.07
2.45,SAMBAL CHAKRAVARTI,DURG,4,CPI,M,MADHYA PRADESH,8226,356029,336251,602735,59.07
1.35,RAMYAGYA,DURG,5,IND,M,MADHYA PRADESH,4531,356029,336251,602735,59.07
1.08,RAMSINGH KURRE,DURG,6,IND,M,MADHYA PRADESH,3615,356029,336251,602735,59.07
0.95,AELTEMESH M. M. REIN,DURG,7,IND,M,MADHYA PRADESH,3201,356029,336251,602735,59.07
64.73,MADAN TIWARY,RAJNANDGAON,1,BLD,M,MADHYA PRADESH,178476,299983,275740,539946,55.56
32.84,RAM SAHAI PANDEY,RAJNANDGAON,2,INC,M,MADHYA PRADESH,90543,299983,275740,539946,55.56
2.44,LAKHAN SHAH KUNJAM,RAJNANDGAON,3,IND,M,MADHYA PRADESH,6721,299983,275740,539946,55.56
53.89,KACHARU LAL HEMRAJ JAIN,BALAGHAT,1,RPK,M,MADHYA PRADESH,153980,299484,285743,546723,54.78
36.49,CHINTAMAN RAO GAUTAM,BALAGHAT,2,INC,M,MADHYA PRADESH,104272,299484,285743,546723,54.78
2.9,RAMCHARAN BHANWARE,BALAGHAT,3,IND,M,MADHYA PRADESH,8276,299484,285743,546723,54.78
2.22,ZUMMAKLAL KISHOR,BALAGHAT,4,IND,M,MADHYA PRADESH,6352,299484,285743,546723,54.78
1.55,RAM PRASAD UMARE NAMDEO,BALAGHAT,5,IND,M,MADHYA PRADESH,4425,299484,285743,546723,54.78
0.94,PURAN GANPAT,BALAGHAT,6,IND,M,MADHYA PRADESH,2698,299484,285743,546723,54.78
0.67,AMARSINGH JALANSINGH,BALAGHAT,7,IND,M,MADHYA PRADESH,1921,299484,285743,546723,54.78
0.61,MOHANLAL SAULAKHE,BALAGHAT,8,IND,M,MADHYA PRADESH,1734,299484,285743,546723,54.78
0.45,BASANTLAL NAGPURE,BALAGHAT,9,IND,M,MADHYA PRADESH,1276,299484,285743,546723,54.78
0.28,RAWANLAL DHEDYA,BALAGHAT,10,IND,M,MADHYA PRADESH,809,299484,285743,546723,54.78
70.17,SHYAMLAL DHURVE,MANDLA (ST),1,BLD,M,MADHYA PRADESH,126646,195129,180493,497295,39.24
29.83,MANGRU GANOO UIKEY,MANDLA (ST),2,INC,M,MADHYA PRADESH,53847,195129,180493,497295,39.24
59.1,SHARAD YADAV,JABALPUR,1,BLD,M,MADHYA PRADESH,194516,341316,329112,587198,58.13
36.04,JAGDISH NARAIN AWASTHY,JABALPUR,2,INC,M,MADHYA PRADESH,118625,341316,329112,587198,58.13
2.66,MAHENDRA BAJPAI,JABALPUR,3,IND,M,MADHYA PRADESH,8751,341316,329112,587198,58.13
2.19,MAHADEO PRASAD MISHRA MANISHI,JABALPUR,4,IND,M,MADHYA PRADESH,7220,341316,329112,587198,58.13
58.21,NIRMAL CHANDRA JAIN,SEONI,1,BLD,M,MADHYA PRADESH,157123,289629,269944,552085,52.46
38.36,THAKUR RAGHURAJ SING,SEONI,2,INC,M,MADHYA PRADESH,103562,289629,269944,552085,52.46
3.43,ISRAR ALI SULTAN ALI,SEONI,3,IND,M,MADHYA PRADESH,9259,289629,269944,552085,52.46
43.8,GARGISHANKAR RAMKRISHNA MISHRA,CHHINDWARA,1,INC,M,MADHYA PRADESH,99396,243307,226943,514364,47.3
42.75,PRATULCHANDRA DWIVEDI,CHHINDWARA,2,BLD,M,MADHYA PRADESH,97027,243307,226943,514364,47.3
10.64,PRASHANT KUMAR N. H. BANERJEE,CHHINDWARA,3,IND,M,MADHYA PRADESH,24150,243307,226943,514364,47.3
2.81,VASANTRAO SHIVAJEE,CHHINDWARA,4,IND,M,MADHYA PRADESH,6370,243307,226943,514364,47.3
49.32,SUBHASH CHANDRA AHUJA,BETUL,1,BLD,M,MADHYA PRADESH,108660,235157,220301,504032,46.66
37.1,NARENDRA KUMAR SALVE,BETUL,2,INC,M,MADHYA PRADESH,81737,235157,220301,504032,46.66
5.26,DINKARRAO BABULAL,BETUL,3,IND,M,MADHYA PRADESH,11587,235157,220301,504032,46.66
4.22,DESHPANDE VISHYA DHAR LAXMAN,BETUL,4,IND,M,MADHYA PRADESH,9304,235157,220301,504032,46.66
2.33,DHARMENDRA KUMAR HARI DATT,BETUL,5,IND,M,MADHYA PRADESH,5144,235157,220301,504032,46.66
1.76,ABDUL RAZZAK MOHD. AKBAR SHAH,BETUL,6,IND,M,MADHYA PRADESH,3869,235157,220301,504032,46.66
67.5,KAMATH HARI VISHNU,HOSHANGABAD,1,BLD,M,MADHYA PRADESH,208596,327492,309021,561979,58.27
32.5,CHOUDHARY NITIRAJ SINGH DAULAT SINGH,HOSHANGABAD,2,INC,M,MADHYA PRADESH,100425,327492,309021,561979,58.27
63.35,ARIF BEG,BHOPAL,1,BLD,M,MADHYA PRADESH,231023,381028,364683,616993,61.76
33.59,SHANKAR DAYAL SHARMA,BHOPAL,2,INC,M,MADHYA PRADESH,122497,381028,364683,616993,61.76
3.06,BABULAL SANGODE,BHOPAL,3,IND,M,MADHYA PRADESH,11163,381028,364683,616993,61.76
64.97,RAGHAVJI,VIDISHA,1,BLD,M,MADHYA PRADESH,218276,354506,335979,587424,60.35
28.14,GUFRAN MD. AZAM,VIDISHA,2,INC,M,MADHYA PRADESH,94542,354506,335979,587424,60.35
4.66,RADHEYSHYAM,VIDISHA,3,IND,M,MADHYA PRADESH,15664,354506,335979,587424,60.35
1.3,BABULAL SAHU,VIDISHA,4,IND,M,MADHYA PRADESH,4374,354506,335979,587424,60.35
0.93,SHAKILUDDIN,VIDISHA,5,IND,M,MADHYA PRADESH,3123,354506,335979,587424,60.35
73.82,PANDIT VASHANT KUMAR RAM KRISHNA,RAJGARH,1,BLD,M,MADHYA PRADESH,226578,325636,306943,577412,56.4
24.45,KANHIYALAL BHURA BHAI,RAJGARH,2,INC,M,MADHYA PRADESH,75043,325636,306943,577412,56.4
1.73,MOHAN SINGH RAGHUNATH SINGH,RAJGARH,3,IND,M,MADHYA PRADESH,5322,325636,306943,577412,56.4
59.89,PHOOL CHAND VERMA,SHAJAPUR (SC),1,BLD,M,MADHYA PRADESH,238787,420597,398729,580748,72.42
38.62,BAPULAL MALVIYA,SHAJAPUR (SC),2,INC,M,MADHYA PRADESH,153995,420597,398729,580748,72.42
1.49,BABULAL MALVIYA,SHAJAPUR (SC),3,IND,M,MADHYA PRADESH,5947,420597,398729,580748,72.42
58.71,PARMANAND THAKURDAS GOVINDJIWALA,KHANDWA,1,BLD,M,MADHYA PRADESH,182031,330516,310039,524670,63.0
41.29,GANGACHARAN DIXIT,KHANDWA,2,INC,M,MADHYA PRADESH,128008,330516,310039,524670,63.0
51.05,RAMESHWAR PATIDAR,KHARGONE,1,BLD,M,MADHYA PRADESH,163834,344491,320937,537398,64.1
39.88,SUBHAS YADAW,KHARGONE,2,INC,M,MADHYA PRADESH,127976,344491,320937,537398,64.1
3.89,RAJNIKANT NARAYANDAS HARSOLA,KHARGONE,3,IND,M,MADHYA PRADESH,12487,344491,320937,537398,64.1
2.31,MANGILAL BHALSE,KHARGONE,4,IND,M,MADHYA PRADESH,7429,344491,320937,537398,64.1
1.9,MUNSHILAL AGRAWAL,KHARGONE,5,IND,M,MADHYA PRADESH,6092,344491,320937,537398,64.1
0.59,SURESH RATHORE,KHARGONE,6,IND,M,MADHYA PRADESH,1898,344491,320937,537398,64.1
0.38,IQBAL QUREISHI,KHARGONE,7,IND,M,MADHYA PRADESH,1221,344491,320937,537398,64.1
57.69,BHARAT SINGH GULAB SINGH,DHAR (ST),1,BLD,M,MADHYA PRADESH,170110,322804,294846,542947,59.45
42.31,MANGILAL ADIWASI,DHAR (ST),2,INC,M,MADHYA PRADESH,124736,322804,294846,542947,59.45
49.55,KALYAN JAIN,INDORE,1,BLD,M,MADHYA PRADESH,174278,363014,351754,560665,64.75
39.13,BHATT NANDKISHORE,INDORE,2,INC,M,MADHYA PRADESH,137642,363014,351754,560665,64.75
8.45,HOMI F. DAJI,INDORE,3,CPI,M,MADHYA PRADESH,29725,363014,351754,560665,64.75
0.93,BASHIR PATEL HAJI KASAM PATEL,INDORE,4,IND,M,MADHYA PRADESH,3281,363014,351754,560665,64.75
